,year,course_name,section,id,enrollments
3020,2013-2014,Histoire assistée par ordinateur (HAO),AR,520,4
3021,2013-2014,Histoire de l'architecture VII,AR,423,45
3022,2013-2014,Histoire de l'architecture VIII,AR,424,43
3023,2013-2014,Histoire de l'habitation,AR,427,83
3024,2013-2014,Histoire du béton,AR,425,33
3025,2013-2014,Human computer interaction,CS,486,31
3026,2013-2014,Hybrid systems,EE,562,29
3027,2013-2014,Hydraulic turbomachines,ME,453,31
3028,2013-2014,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,410,64
3029,2013-2014,Hydrodynamics,ME,444,39
3030,2013-2014,Hydrodynamique acoustique,ME,443,21
3031,2013-2014,Hydrogeophysics,ENV,523,63
3032,2013-2014,Hydrologie urbaine,ENV,417,40
3033,2013-2014,"Hydropower plants : hydraulic turbines, storage pumps, and pump turbines",EE,456,26
3034,2013-2014,IT security engineering,COM,418,88
3035,2013-2014,IT security engineering TP,COM,418,47
3036,2013-2014,Image analysis and pattern recognition,EE,451,20
3037,2013-2014,Image and video processing,EE,550,21
3038,2013-2014,Image communication,EE,551,3
3039,2013-2014,Image processing I,MICRO,511,81
3040,2013-2014,Image processing II,MICRO,512,19
3041,2013-2014,Imaging optics,MICRO,421,12
3042,2013-2014,Immunology (advanced topics),BIO,479,8
3043,2013-2014,In Silico Design Research I,AR,405,33
3044,2013-2014,In Silico Design Research II,AR,406,10
3045,2013-2014,Industrial automation,CS,487,18
3046,2013-2014,Industrial electronics I,EE,465,26
3047,2013-2014,Industrial electronics II,EE,565,7
3048,2013-2014,Industrialisation,MICRO,343,58
3049,2013-2014,"Industry dynamics, models & trends",MGT,453,37
3050,2013-2014,Infection biology,BIO,477,7
3051,2013-2014,Information technology and e-business strategy,MGT,439,16
3052,2013-2014,Information theory and coding,COM,404,53
3053,2013-2014,Information: strategy & economics,MGT,431,4
3054,2013-2014,Innovation & management in the energy industry,MGT,407,7
3055,2013-2014,Inorganic reactivity,CH,423,6
3056,2013-2014,Instability and turbulence,ME,461,22
3057,2013-2014,Integrated circuits technology,EE,532,11
3058,2013-2014,Integrated optics,MICRO,522,9
3059,2013-2014,Intelligent agents,CS,430,40
3060,2013-2014,Interaction sol-structure,CIVIL,500,52
3061,2013-2014,Introduction au droit et à l'éthique en STV,BIO,455,10
3062,2013-2014,Introduction au génie chimique II,ChE,202,86
3063,2013-2014,Introduction to algebraic geometry,MATH,428,5
3064,2013-2014,Introduction to cellular and molecular biotechnology,BIOENG,430,6
3065,2013-2014,Introduction to chemical engineering I,ChE,201,89
3066,2013-2014,Introduction to computer graphics,CS,341,61
3067,2013-2014,Introduction to database systems,CS,322,79
3068,2013-2014,Introduction to electronic structure methods,CH,353,5
3069,2013-2014,Introduction to finance,FIN,401,44
3070,2013-2014,Introduction to nanomaterials,MSE,479,7
3071,2013-2014,Introduction to natural language processing,CS,431,53
3072,2013-2014,Introduction to particle accelerators,PHYS,448,16
3073,2013-2014,Introduction to quality management and management systems,MGT,428,5
3074,2013-2014,Introduction to the finite elements method,MATH,350,63
3075,2013-2014,Introduction à la physique des astroparticules,PHYS,439,2
3076,2013-2014,Investments,FIN,405,42
3077,2013-2014,L'ingénieur dans R&D industriels,MICRO,540,34
3078,2013-2014,La perruque d'Andy Warhol,AR,403,38
3079,2013-2014,Lab in EDA based design,EE,490,55
3080,2013-2014,Lab in acoustics,EE,490,2
3081,2013-2014,Lab in electrical energy systems,EE,490,17
3082,2013-2014,Lab in electrical energy systems,EE,492,17
3083,2013-2014,Lab in microwaves,EE,490,6
3084,2013-2014,Lab in signal and image processing,EE,490,11
3085,2013-2014,Lab methods : animal experimentation,BIOENG,511,9
3086,2013-2014,Lab methods : bioactive compounds screening,BIOENG,512,11
3087,2013-2014,Lab methods : biosafety,BIOENG,513,7
3088,2013-2014,Lab methods : flow cytometry,BIOENG,514,12
3089,2013-2014,Lab methods : genetherapy in neurological diseases,BIOENG,515,12
3090,2013-2014,Lab methods : histology,BIOENG,516,8
3091,2013-2014,Lab methods : proteomics,BIOENG,517,10
3092,2013-2014,Lab on app development for tablets and smartphones,EE,490,9
3093,2013-2014,Laboratory in single-cell electrophysiology,BIO,486,3
3094,2013-2014,Laboratory information management systems (LIMS),CH,404,4
3095,2013-2014,Laser microprocessing,MICRO,520,12
3096,2013-2014,Lasers and applications in chemistry,CH,446,3
3097,2013-2014,Lasers and optics of nanostructures,MICRO,422,14
3098,2013-2014,Leadership & human resource management in a global context,MGT,468,6
3099,2013-2014,Les voies de l'eau,AR,468,86
3100,2013-2014,Life cycle engineering of polymers,MSE,430,17
3101,2013-2014,Lifecycle economic and environmental performance of product systems,ME,516,31
3102,2013-2014,Limnology,ENV,425,12
3103,2013-2014,Logistique et analyse de la demande,MGT,426,8
3104,2013-2014,Macrofinance,FIN,406,47
3105,2013-2014,Magma et principes,AR,430,124
3106,2013-2014,Management de projet et analyse du risque,MGT,427,8
3107,2013-2014,Management of Enterprise Networks and Supply Chain Management,MGT,527,47
3108,2013-2014,Management of industrial production,ENG,434,9
3109,2013-2014,Martingales in financial mathematics,MATH,470,3
3110,2013-2014,Mass spectrometry,CH,403,20
3111,2013-2014,Materials for sport,MSE,473,25
3112,2013-2014,Materials science,MSE,403,3
3113,2013-2014,Materials selection,MSE,474,24
3114,2013-2014,Mathematical foundations of signal processing,COM,514,10
3115,2013-2014,Mathematical modelling of behavior,MATH,463,10
3116,2013-2014,Matériaux et structures,CIVIL,532,78
3117,2013-2014,Matériaux pierreux et conservation du patrimoine bâti,MSE,472,4
3118,2013-2014,Mechanics of composites,ME,430,16
3119,2013-2014,Media security,EE,552,7
3120,2013-2014,Methodology in instrumental chromatography,CH,405,8
3121,2013-2014,Methods for rapid production and development,ME,415,24
3122,2013-2014,Micro and nanostructuration of materials,MSE,461,12
3123,2013-2014,Microelectronics,MICRO,432,18
3124,2013-2014,Microelectronics for systems on chips,CS,474,16
3125,2013-2014,Microsystèmes et capteurs TP I,MICRO,433,18
3126,2013-2014,Microsystèmes et capteurs TP II,MICRO,434,18
3127,2013-2014,Microwaves,EE,445,24
3128,2013-2014,Mobile networks,COM,405,45
3129,2013-2014,Mobile robots,MICRO,454,41
3130,2013-2014,Model predictive control,ME,425,30
3131,2013-2014,Model-based system design,CS,478,18
3132,2013-2014,Modelling and optimization of energy systems,ME,454,25
3133,2013-2014,Modèles stochastiques pour les communications,COM,300,54
3134,2013-2014,Modélisation et représentation informatique I,AR,411,115
3135,2013-2014,Modélisation et représentation informatique II,AR,412,108
3136,2013-2014,Modélisation et simulation par éléments finis,ME,373,47
3137,2013-2014,Multidisciplinary organization of medtechs/biotechs,BIO,430,8
3138,2013-2014,Mécanique des structures II,ME,232,144
3139,2013-2014,Mécanique vibratoire,ME,332,60
3140,2013-2014,Méthodes de détection optique,MICRO,523,29
3141,2013-2014,Méthodes de production,MICRO,340,54
3142,2013-2014,Nanobiotechnology and biophysics,CH,413,19
3143,2013-2014,Nanoelectronics,EE,535,48
3144,2013-2014,Nanotechnology,MICRO,530,17
3145,2013-2014,Negotiation techniques,MGT,466,11
3146,2013-2014,Networks out of control,COM,512,15
3147,2013-2014,Neurosciences I : molecular neuroscience and neurodegeneration,BIO,480,7
3148,2013-2014,Neurosciences II : cellular neuroscience and networks,BIO,482,14
3149,2013-2014,Neurosciences III : behavioral and cognitive neuroscience,BIO,483,12
3150,2013-2014,Neutronics,PHYS,443,16
3151,2013-2014,New tools and research strategies in personalized medicine,BIO,491,7
3154,2013-2014,Nuclear fusion and plasma physics,PHYS,445,16
3155,2013-2014,Nuclear magnetic resonance,CH,409,4
3156,2013-2014,Numerical analysis and computational mathematics,MATH,456,7
3157,2013-2014,Numerical approximation of PDE's I,MATH,451,7
3158,2013-2014,Numerical flow simulation,ME,474,55
3159,2013-2014,Numerical integration of dynamical systems,MATH,452,6
3160,2013-2014,Numerical methods for conservation laws,MATH,459,2
3161,2013-2014,Numerical methods in biomechanics,ME,484,10
3162,2013-2014,Numerical methods in heat transfer,ME,571,43
3163,2013-2014,Ondes de crue et de rupture de barrage,CIVIL,515,11
3164,2013-2014,Operations: economics & strategy,MGT,528,11
3165,2013-2014,Optical communications,EE,540,3
3166,2013-2014,Optical waves propagation,MICRO,567,11
3167,2013-2014,Optics III,PHYS,449,3
3168,2013-2014,Optimal decision analysis,MGT,483,36
3169,2013-2014,Optique I,PHYS,317,54
3170,2013-2014,Optique II,PHYS,318,22
3171,2013-2014,Optique TP,MICRO,423,8
3172,2013-2014,Opto- and macroelectronic materials,MICRO,566,9
3173,2013-2014,"Organic electronic materials - synthesis, applications, properties",MSE,486,19
3174,2013-2014,Organic semiconductors,MSE,478,14
3175,2013-2014,"Organisation, économie et droit de la construction I",ENG,470,84
3176,2013-2014,"Organisation, économie et droit de la construction II",ENG,471,16
3177,2013-2014,Packing and covering,MATH,465,3
3178,2013-2014,Parallel computing and pthreads,MATH,454,12
3179,2013-2014,Particle detection,PHYS,440,2
3180,2013-2014,Particle-based methods,ME,476,13
3181,2013-2014,Particules élémentaires I,PHYS,415,8
3182,2013-2014,Particules élémentaires II,PHYS,416,5
3183,2013-2014,Pattern classification and machine learning,CS,433,64
3184,2013-2014,Pharmaceutical biotechnology,ChE,436,8
3185,2013-2014,Pharmacological chemistry,CH,414,11
3186,2013-2014,Pharmacology and pharmacokinetics,BIO,478,10
3187,2013-2014,Photochemistry I,CH,442,6
3188,2013-2014,Photochemistry II,CH,443,1
3189,2013-2014,Photonic systems and technology,EE,440,19
3190,2013-2014,Physical and computational organic chemistry,CH,431,8
3191,2013-2014,Physical models for micro and nanosystems,EE,536,42
3192,2013-2014,"Physics of atoms, nuclei and elementary particles",PHYS,411,3
3193,2013-2014,Physiologie par systèmes I,BIO,376,90
3194,2013-2014,Physique des nouveaux matériaux,PHYS,328,23
3195,2013-2014,Physique du solide III,PHYS,419,3
3196,2013-2014,Physique moléculaire,CH,462,3
3197,2013-2014,Planification intégrée des infrastructures d'énergie,CIVIL,442,15
3198,2013-2014,Plasma physics II,PHYS,423,2
3199,2013-2014,Politique technologique et transition énergétique,MGT,408,2
3200,2013-2014,Polyelectrolytes and biopolymers,ChE,412,9
3201,2013-2014,Polymer chemistry and macromolecular engineering,MSE,437,21
3202,2013-2014,Polymer morphological characterization techniques,MSE,451,19
3203,2013-2014,Polymer physical chemistry and materials properties,MSE,431,18
3204,2013-2014,Ponts en béton,CIVIL,430,35
3205,2013-2014,Ponts en métal,CIVIL,431,52
3206,2013-2014,Powder technology,MSE,462,15
3207,2013-2014,Power system restructuring and deregulation,EE,570,23
3208,2013-2014,Power systems dynamics,EE,470,27
3209,2013-2014,Powerplants and heat pumps,ME,459,38
3210,2013-2014,Practical business law,MGT,455,3
3211,2013-2014,Presentation skills,MGT,469,5
3212,2013-2014,Principles and applications of systems biology,ChE,411,16
3213,2013-2014,Principles of computer systems,CS,522,14
3214,2013-2014,Principles of finance,MGT,482,27
3215,2013-2014,Principles of microeconomics,MGT,454,64
3216,2013-2014,Probability theory,MATH,432,6
3217,2013-2014,Process development I,ChE,451,10
3218,2013-2014,Process development II,ChE,452,8
3219,2013-2014,Process development project,ChE,459,8
3220,2013-2014,Production management,ME,419,30
3221,2013-2014,Program parallelization on PC clusters,CS,425,28
3222,2013-2014,Programming concepts in scientific computing,MATH,458,12
3223,2013-2014,Project in biomechanical engineering,BIOENG,412,1
3224,2013-2014,Project in biophotonics and bioimaging,BIOENG,411,2
3225,2013-2014,Project in drug discovery,BIO,494,2
3226,2013-2014,Project in integrative neurosciences,BIO,493,7
3227,2013-2014,Project in regenerative medicine,BIOENG,415,1
3228,2013-2014,Project in systems bioengineering,BIOENG,416,2
3229,2013-2014,Project in translational infectiology,BIO,473,1
3230,2013-2014,Project in translational oncology,BIO,488,1
3231,2013-2014,Propagation of acoustic waves,EE,549,5
3232,2013-2014,Propagation of electromagnetic waves,EE,545,4
3233,2013-2014,Qualité de l'environnement intérieur et architecture: stratégies durables,AR,442,11
3234,2013-2014,Quantitative methods in finance,FIN,402,43
3235,2013-2014,Quantitative risk management,FIN,417,42
3236,2013-2014,Quantitative risk management,MATH,471,42
3237,2013-2014,Quantitative systems modeling techniques,MGT,430,7
3238,2013-2014,Quantum optics and quantum information,PHYS,454,6
3239,2013-2014,Quantum physics III,PHYS,425,8
3240,2013-2014,Quantum physics IV,PHYS,426,8
3241,2013-2014,Quantum simulations of materials: Properties and spectroscopies,MSE,468,7
3242,2013-2014,Random walks,COM,516,15
3243,2013-2014,Reactor technology,PHYS,447,16
3244,2013-2014,Real options and financial structuring,FIN,410,25
3245,2013-2014,Real-time embedded systems,CS,476,8
3246,2013-2014,Real-time networks,COM,413,13
3247,2013-2014,Recycling of materials,MSE,463,41
3248,2013-2014,Relativistic quantum fields I,PHYS,431,8
3249,2013-2014,Relativistic quantum fields II,PHYS,432,5
3250,2013-2014,Relativity and cosmology I,PHYS,427,10
3251,2013-2014,Relativity and cosmology II,PHYS,428,6
3252,2013-2014,Reliability of MEMS,MICRO,533,10
3253,2013-2014,Renewable energy,ME,460,57
3254,2013-2014,Representations of quivers,MATH,473,2
3255,2013-2014,Representations of the symmetric group,MATH,486,2
3256,2013-2014,Représentation de l'espace,AR,408,36
3257,2013-2014,Riemannian geometry I,MATH,422,1
3258,2013-2014,Riemannian geometry II,MATH,429,1
3259,2013-2014,Risk management,ENG,430,16
3260,2013-2014,"Risk, rare events and extremes",MATH,447,4
3261,2013-2014,Risques hydrologiques et aménagements,ENV,524,45
3262,2013-2014,Robotics practicals,MICRO,453,35
3263,2013-2014,Robotique industrielle et appliquée,MICRO,451,36
3264,2013-2014,Robust and nonparametric statistics,MATH,441,4
3265,2013-2014,Réseaux hydrauliques et énergétiques,CIVIL,445,20
3266,2013-2014,Safety of chemical processes,ENG,431,9
3267,2013-2014,Sanitary engineering in developing countries,ENV,402,55
3268,2013-2014,Scaling laws in micro- and nanosystems,MICRO,430,23
3269,2013-2014,Sciences de la ville I,AR,459,50
3270,2013-2014,Sciences de la ville II,AR,460,10
3271,2013-2014,Seismic engineering,CIVIL,522,63
3272,2013-2014,Selected topics in nuclear and particle physics,PHYS,400,3
3273,2013-2014,Semiconductor electronic and optoelectronic devices I,PHYS,433,3
3274,2013-2014,Semiconductor electronic and optoelectronic devices II,PHYS,434,2
3275,2013-2014,"Semiconductor materials and properties, from the bulk to the nanostructure",MSE,484,21
3276,2013-2014,Seminar in physiology and instrumentation,MICRO,568,2
3277,2013-2014,Seminar series on advances in materials,MSE,470,52
3278,2013-2014,Sensor orientation,ENV,548,7
3279,2013-2014,Sensorimotor neuroprosthetics,BIOENG,486,7
3280,2013-2014,Sensors in medical instrumentation,EE,511,17
3281,2013-2014,Set theory,MATH,318,4
3282,2013-2014,Signal processing for communications,COM,303,47
3283,2013-2014,Signal processing for functional brain imaging,MICRO,513,12
3284,2013-2014,Simulation multi-corps assistée par ordinateur,ME,475,23
3285,2013-2014,Smart grids technologies,EE,472,29
3286,2013-2014,Social media,EE,593,34
3287,2013-2014,Sociologie urbaine,AR,489,25
3288,2013-2014,Software engineering,CS,305,84
3289,2013-2014,Software-defined radio: a hands-on course,COM,511,10
3290,2013-2014,Solid state physics IV,PHYS,420,6
3291,2013-2014,Space mission design and operations,EE,585,37
3292,2013-2014,Spacecraft design and system engineering,EE,584,1
3293,2013-2014,Spatial statistics and analysis,ENG,440,65
3294,2013-2014,Spectroscopie analytique,CH,460,1
3295,2013-2014,Speech processing,EE,553,7
3296,2013-2014,Statistical neurosciences,COM,421,14
3297,2013-2014,Statistical physics III,PHYS,435,5
3298,2013-2014,Statistical physics IV,PHYS,436,6
3299,2013-2014,Statistical physics of biomacromolecules,PHYS,441,3
3300,2013-2014,Statistical signal and data processing through applications,COM,500,15
3301,2013-2014,Statistical theories and electronic of solids,CH,441,3
3302,2013-2014,Statistical theory,MATH,442,8
3303,2013-2014,Statistique multivariée,MATH,444,1
3304,2013-2014,Stem cell biology and technology,BIO,447,17
3305,2013-2014,Stochastic calculus I,FIN,408,47
3306,2013-2014,Stochastic calculus II,FIN,409,43
3307,2013-2014,Strategic marketing & technology commercialization,MGT,401,39
3308,2013-2014,Structure and reactivity,CH,432,11
3309,2013-2014,Structure et architecture,CIVIL,434,53
3310,2013-2014,Structures complexes,AR,535,23
3311,2013-2014,"Structures en béton, chapitres choisis",CIVIL,525,82
3312,2013-2014,"Structures en métal, chapitres choisis",CIVIL,526,34
3313,2013-2014,Structures existantes I : Sécurité et durabilité,CIVIL,436,90
3314,2013-2014,Student seminar: security protocols and applications,COM,506,3
3315,2013-2014,Studio MA1 (Bosshard Vaquer),AR,401,20
3316,2013-2014,Studio MA1 (Giuliani et Hönger),AR,401,15
3317,2013-2014,Studio MA1 (Gugger),AR,401,22
3318,2013-2014,Studio MA1 (Streich),AR,401,30
3319,2013-2014,Studio MA2 (Bosshard Vaquer),AR,402,19
3320,2013-2014,Studio MA2 (Gugger),AR,402,20
3321,2013-2014,Studio MA2 (Streich),AR,402,17
3322,2013-2014,Superarchitecture / Superactualité,AR,524,81
3323,2013-2014,Supply chain management,MGT,526,12
3324,2013-2014,Supramolecular aspects of polymeric materials,MSE,488,30
3325,2013-2014,Supramolecular chemistry,CH,424,6
3326,2013-2014,System identification,ME,421,48
3327,2013-2014,"Systems, architectures and methodologies for information and signal processing",EE,555,12
3328,2013-2014,Systèmes de management environnementaux,ENV,469,12
3329,2013-2014,Systèmes de transports,CIVIL,453,57
3330,2013-2014,Systèmes mécatroniques,ME,424,16
3331,2013-2014,TCP/IP networking,COM,407,82
3332,2013-2014,Techniques d'assemblage I,MICRO,440,23
3333,2013-2014,Techniques d'assemblage II,MICRO,441,23
3334,2013-2014,Technologie des microstructures I,MICRO,331,64
3335,2013-2014,Technologie des microstructures II,MICRO,431,16
3336,2013-2014,Technology & innovation management (a),MGT,405,11
3337,2013-2014,Technology & innovation management (b),MGT,405,37
3338,2013-2014,Technology strategy & corporate entrepreneurship,MGT,503,15
3339,2013-2014,Test of VLSI systems,EE,530,51
3340,2013-2014,Thin film fabrication processes,MSE,465,27
3341,2013-2014,Théorie de l'architecture VII,AR,421,102
3342,2013-2014,Théorie de l'espace,AR,461,28
3343,2013-2014,Théorie du calcul stochastique,MATH,431,7
3344,2013-2014,Théorie et critique du projet MA1 (Cache),AR,401,5
3345,2013-2014,Théorie et critique du projet MA1 (Dietz),AR,401,5
3346,2013-2014,Théorie et critique du projet MA1 (Lamunière),AR,401,14
3347,2013-2014,Théorie et critique du projet MA1 (Vigano),AR,401,26
3348,2013-2014,Théorie et critique du projet MA1 (Weinand),AR,401,14
3349,2013-2014,Théorie et critique du projet MA2 (Cutellic),AR,402,7
3350,2013-2014,Théorie et critique du projet MA2 (Dietz),AR,402,12
3351,2013-2014,Théorie et critique du projet MA2 (Lamunière),AR,402,10
3352,2013-2014,Théorie et critique du projet MA2 (Vigano),AR,402,14
3353,2013-2014,Théorie et critique du projet MA2 (Weinand),AR,402,20
3354,2013-2014,Théories et techniques du projet de sauvegarde,AR,434,55
3355,2013-2014,Time series,MATH,342,68
3356,2013-2014,Tissue engineering,BIOENG,449,4
3357,2013-2014,Topics in number theory,MATH,417,1
3358,2013-2014,Topics in theoretical computer science,CS,455,15
3359,2013-2014,Total synthesis of natural products,CH,438,11
3360,2013-2014,Transducteurs et entraînements intégrés,EE,461,40
3361,2013-2014,Transport et télématique,CIVIL,454,12
3362,2013-2014,Travaux souterrains,CIVIL,404,38
3363,2013-2014,Tribology,MSE,485,17
3364,2013-2014,Turbomachines thermiques,ME,455,43
3365,2013-2014,Two-phase flows and heat transfer,ME,446,40
3366,2013-2014,UE : Environnement et GC,CIVIL,472,56
3367,2013-2014,UE B : Critique architecturale,AR,432,29
3368,2013-2014,UE C : Architecture et archéologie,AR,420,9
3369,2013-2014,UE D : Territoire et société,AR,466,6
3370,2013-2014,UE E : Architecture et structures,AR,438,9
3371,2013-2014,UE F : Architecture et réhabilitation,AR,439,19
3372,2013-2014,UE G : In silico Building (Autumn),AR,417,6
3373,2013-2014,UE I : Analogue-Digital-Virtuel,AR,414,22
3374,2013-2014,UE J : Territoire et paysage,AR,471,35
3375,2013-2014,UE L : Art et architecture I,AR,415,12
3376,2013-2014,UE M : Espace et lumière: le projet d'éclairage,AR,441,5
3377,2013-2014,UE N : Art et architecture II,AR,416,3
3378,2013-2014,UE O : Béton. Matière de construction,AR,447,25
3379,2013-2014,UE P : Béton. Construction et préfabrication,AR,448,15
3380,2013-2014,UE R : Lecture paramétrique de l'Underweysung der Messung de Dürer,AR,409,10
3381,2013-2014,Understanding statistics and experimental design,BIO,449,2
3382,2013-2014,Unsupervised & reinforcement learning in neural networks,CS,434,15
3383,2013-2014,Urban hydraulic systems,CIVIL,413,28
3384,2013-2014,Urbanisme en Asie,AR,456,44
3385,2013-2014,Urbanisme et territoires,AR,455,37
3386,2013-2014,VLSI design I,EE,430,15
3387,2013-2014,VLSI design II,EE,431,11
3388,2013-2014,Venture capital,FIN,522,18
3389,2013-2014,Ville et mobilité,AR,458,37
3390,2013-2014,Villes et transports,CIVIL,451,60
3391,2013-2014,Virtual reality,CS,444,26
3392,2013-2014,Visions et Utopies,AR,407,57
3393,2013-2014,Voies de circulation,CIVIL,406,34
3394,2013-2014,Water and wastewater treatment,ENV,405,57
3395,2013-2014,Water quality modeling,ENG,400,14
3396,2013-2014,Water resources engineering,ENV,424,84
3397,2013-2014,Wave propagation along transmission lines,EE,575,17
3398,2013-2014,Wireless receivers: algorithms and architectures,EE,442,29
3399,2013-2014,"Wood structures, properties and uses",MSE,466,16
3400,2014-2015,A guided tour for engineers in applied stochastic modelling,MICRO,541,8
3401,2014-2015,Accounting for finance,FIN,411,29
3402,2014-2015,Advanced Fossil and Renewable Energy Systems,ME,442,20
3403,2014-2015,Advanced MEMS & microsystems,MICRO,534,13
3404,2014-2015,Advanced NMR and imaging,CH,401,3
3405,2014-2015,Advanced algorithms,CS,450,47
3406,2014-2015,Advanced analog and RF integrated circuits design I,EE,520,18
3407,2014-2015,Advanced analog and RF integrated circuits design II,EE,521,10
3408,2014-2015,Advanced analysis I,MATH,400,13
3409,2014-2015,Advanced analysis II,MATH,401,13
3410,2014-2015,Advanced bioengineering methods laboratory,BIOENG,444,5
3411,2014-2015,Advanced compiler construction,CS,420,19
3412,2014-2015,Advanced composites in engineering structures,CIVIL,443,20
3413,2014-2015,Advanced computer architecture,CS,470,30
3414,2014-2015,Advanced computer graphics,CS,440,38
3415,2014-2015,Advanced control systems,ME,524,46
3416,2014-2015,Advanced cryptography,COM,501,6
3417,2014-2015,Advanced derivatives,FIN,503,33
3418,2014-2015,Advanced diffusional separation processes,ChE,402,13
3419,2014-2015,Advanced digital communications,COM,510,16
3420,2014-2015,Advanced energetics,ME,451,39
3421,2014-2015,Advanced heat transfer,ME,465,19
3422,2014-2015,Advanced materials for photovoltaics and lighting,CH,447,6
3423,2014-2015,Advanced nanomaterials,MSE,477,50
3424,2014-2015,Advanced numerical analysis,MATH,351,30
3425,2014-2015,Advanced probability,COM,417,17
3426,2014-2015,Advanced satellite positioning,ENV,542,1
3427,2014-2015,Advanced semiconductor nanomaterials,MSE,487,20
3428,2014-2015,Advanced signal processing,EE,450,27
3429,2014-2015,Advanced topics in financial econometrics,FIN,521,17
3431,2014-2015,Advanced wireless communications: algorithms and architectures,EE,543,4
3432,2014-2015,Aeroelasticity and fluid-structure interaction,ME,435,35
3433,2014-2015,Air pollution and climate change,ENV,400,64
3434,2014-2015,Algebraic K-theory,MATH,419,2
3435,2014-2015,Algebraic K-theory,MATH,488,2
3436,2014-2015,Algorithms,CS,250,192
3437,2014-2015,Analog circuits design I,EE,420,64
3438,2014-2015,Analog circuits design II,EE,421,21
3439,2014-2015,Analog circuits for biochip,EE,518,14
3440,2014-2015,Analyse de produits et systèmes,MICRO,443,8
3441,2014-2015,"Analyse du cycle de vie, écobilan",ENV,370,51
3442,2014-2015,Analyse et management des risques industriels,ENV,508,37
3443,2014-2015,Analyse fonctionnelle II,MATH,404,2
3444,2014-2015,Analysis and mitigation of geohazards,CIVIL,531,23
3445,2014-2015,Analysis and modelling of locomotion,BIOENG,404,5
3446,2014-2015,Analysis on groups,MATH,416,2
3447,2014-2015,Applied machine learning,MICRO,455,61
3448,2014-2015,Applied molecular quantum chemistry,CH,451,1
3449,2014-2015,Applied probability & stochastic processes,COM,419,26
3450,2014-2015,Applied probability & stochastic processes,MGT,484,26
3451,2014-2015,Architecture autonome,AR,526,38
3452,2014-2015,Architecture des systems-on-chip,CS,209,90
3453,2014-2015,Architecture et construction de la ville I,AR,451,63
3454,2014-2015,Architecture et construction de la ville II,AR,452,58
3455,2014-2015,Arithmetic groups,MATH,487,5
3456,2014-2015,Art et histoire des jardins,AR,453,14
3457,2014-2015,Artificial photosynthesis,CH,426,1
3458,2014-2015,Assemblage et robotique TP,MICRO,442,12
3459,2014-2015,Assembly techniques,MSE,464,42
3460,2014-2015,Astrophysics III : stellar and galactic dynamics,PHYS,401,4
3461,2014-2015,Astrophysics IV : observational cosmology,PHYS,402,7
3462,2014-2015,Atoms and radiation,CH,360,6
3463,2014-2015,Audio,EE,548,11
3464,2014-2015,Audio signal processing and virtual acoustics,COM,415,16
3465,2014-2015,Automatic speech processing,EE,554,12
3466,2014-2015,Aérodynamique,ME,445,48
3467,2014-2015,B2B - high-tech marketing,MGT,402,4
3468,2014-2015,Barrages et ouvrages hydrauliques annexes,CIVIL,411,41
3469,2014-2015,Bases de la robotique,MICRO,450,86
3471,2014-2015,Big Data,CS,422,95
3472,2014-2015,Bio-ingénierie des cours d'eau et milieux naturels,ENV,420,28
3473,2014-2015,Bio-inspired artificial intelligence,MICRO,551,23
3474,2014-2015,Bio-nano-chip design,EE,517,7
3475,2014-2015,BioMEMS,MICRO,560,21
3476,2014-2015,Bioanalytics and analytical sensors,CH,402,4
3477,2014-2015,Biological modeling of neural networks,BIO,465,31
3478,2014-2015,Biomaterials,BIOENG,442,27
3479,2014-2015,Biomaterials (pour MX),MSE,471,37
3480,2014-2015,Biomechanics of the musculoskeletal system,ME,482,45
3481,2014-2015,Biomedical signal processing,EE,512,24
3482,2014-2015,Biometrics,EE,513,37
3484,2014-2015,Biomicroscopy I,MICRO,561,31
3485,2014-2015,Biomicroscopy II,MICRO,562,6
3486,2014-2015,Biomineralization: from nature to application,ENV,406,32
3487,2014-2015,Biomolecular structure and mechanics,BIO,315,7
3488,2014-2015,Biophysics I,PHYS,301,23
3489,2014-2015,Bioprocesses and downstream processing,ChE,437,4
3490,2014-2015,Biostatistics,MATH,449,3
3491,2014-2015,Brain computer interaction,EE,514,10
3492,2014-2015,Business information systems,MGT,429,8
3493,2014-2015,Business plan for IT services,CS,490,25
3494,2014-2015,Cancer biology I,BIO,471,14
3495,2014-2015,Cancer biology II,BIO,472,5
3496,2014-2015,Capteurs,MICRO,330,77
3497,2014-2015,Caractères architecturaux et urbanismes de l'Islam,AR,457,85
3498,2014-2015,Catalysis for emission control and energy processes,ChE,410,6
3499,2014-2015,Catalysis for energy storage,CH,421,15
3500,2014-2015,Catalyst design for synthesis,CH,422,9
3501,2014-2015,Catalytic asymmetric reactions in organic chemistry,CH,435,5
3502,2014-2015,Cavitation et phénomènes d'interface,ME,462,47
3503,2014-2015,Cellular biology and biochemistry for engineers,BIO,105,26
3504,2014-2015,Cellular signalling,CH,411,5
3505,2014-2015,Cementitious materials (advanced),MSE,420,9
3506,2014-2015,Chemical engineering lab & project,ChE,409,17
3507,2014-2015,Chemical engineering of heterogenous reaction,ChE,403,15
3508,2014-2015,Chemical processes of sustainable and renewable energy,ChE,406,8
3509,2014-2015,Chemistry of food processes,ENG,435,12
3510,2014-2015,Chemistry of small biological molecules,CH,415,6
