,course_name,year,section,nr_students
15679,Numerical methods in chemistry,2016-2017,Chimie et génie chimique,59
15680,Numerical methods in chemistry,2017-2018,Chimie et génie chimique,44
15681,Numerical methods in chemistry,2017-2018,Passerelle HES - CGC,1
15682,Numerical methods in chemistry,2018-2019,Chimie et génie chimique,52
15683,Numerical methods in heat transfer,2009-2010,Génie mécanique,9
15684,Numerical methods in heat transfer,2009-2010,Science et ingénierie computationnelles,1
15685,Numerical methods in heat transfer,2010-2011,Génie mécanique,17
15686,Numerical methods in heat transfer,2010-2011,Science et ingénierie computationnelles,4
15687,Numerical methods in heat transfer,2011-2012,Génie mécanique,26
15688,Numerical methods in heat transfer,2011-2012,Science et ingénierie computationnelles,5
15689,Numerical methods in heat transfer,2012-2013,Gestion de l'énergie et durabilité,2
15690,Numerical methods in heat transfer,2012-2013,Génie mécanique,28
15691,Numerical methods in heat transfer,2012-2013,Science et ingénierie computationnelles,4
15692,Numerical methods in heat transfer,2013-2014,Gestion de l'énergie et durabilité,2
15693,Numerical methods in heat transfer,2013-2014,Génie mécanique,38
15694,Numerical methods in heat transfer,2013-2014,Science et ingénierie computationnelles,3
15695,Numerical methods in heat transfer,2014-2015,Gestion de l'énergie et durabilité,2
15696,Numerical methods in heat transfer,2014-2015,Génie mécanique,40
15697,Numerical methods in heat transfer,2014-2015,Science et ingénierie computationnelles,2
15698,Numerical methods in heat transfer,2015-2016,Gestion de l'énergie et durabilité,6
15699,Numerical methods in heat transfer,2015-2016,Génie mécanique,32
15700,Numerical methods in heat transfer,2015-2016,Science et ingénierie computationnelles,3
15701,Numerical methods in heat transfer,2016-2017,Gestion de l'énergie et durabilité,3
15702,Numerical methods in heat transfer,2016-2017,Génie mécanique,55
15703,Numerical methods in heat transfer,2016-2017,Science et ingénierie computationnelles,10
15704,Numerical methods in thermal sciences,2008-2009,Génie mécanique,6
15705,Nutrition: from molecules to health,2014-2015,Sciences et technologies du vivant - master,5
15706,Nutrition: from molecules to health,2015-2016,Sciences et technologies du vivant - master,1
15707,Nutrition: from molecules to health,2016-2017,Sciences et technologies du vivant - master,2
15708,Nutrition: from molecules to health,2017-2018,Sciences et technologies du vivant - master,2
15709,Nutrition: from molecules to health,2018-2019,Ingénierie des sciences du vivant,14
15710,Nutrition: from molecules to health,2018-2019,Sciences et technologies du vivant - master,1
15711,Nutrition: from molecules to health,2019-2020,Ingénierie des sciences du vivant,13
15712,Ondes de crue et de rupture de barrage,2008-2009,Génie civil,7
15713,Ondes de crue et de rupture de barrage,2009-2010,Génie civil,6
15714,Ondes de crue et de rupture de barrage,2011-2012,Génie civil,6
15715,Ondes de crue et de rupture de barrage,2012-2013,Génie civil,7
15716,Ondes de crue et de rupture de barrage,2013-2014,Génie civil,11
15717,Ondes de crue et de rupture de barrage,2014-2015,Génie civil,9
15718,Ondes de crue et de rupture de barrage,2015-2016,Génie civil,8
15719,Ondes de crue et de rupture de barrage,2016-2017,Génie civil,7
15720,Ondes de crue et de rupture de barrage,2017-2018,Génie civil,9
15721,Ondes de crue et de rupture de barrage,2019-2020,Génie civil,5
15722,Operating systems,2007-2008,Informatique,40
15723,Operating systems,2007-2008,Systèmes de communication,3
15724,Operating systems,2008-2009,Informatique,30
15725,Operating systems,2008-2009,Systèmes de communication,4
15726,Operating systems,2009-2010,Informatique,45
15727,Operating systems,2009-2010,Systèmes de communication,4
15728,Operating systems,2010-2011,Informatique,40
15729,Operating systems,2010-2011,Systèmes de communication,4
15730,Operating systems,2011-2012,Informatique,34
15731,Operating systems,2011-2012,Systèmes de communication,3
15732,Operating systems,2012-2013,Informatique,66
15733,Operating systems,2012-2013,Systèmes de communication,5
15734,Operating systems,2013-2014,Informatique,60
15735,Operating systems,2013-2014,Systèmes de communication,2
15736,Operating systems,2014-2015,Informatique,92
15737,Operating systems,2014-2015,Systèmes de communication,2
15738,Operating systems,2015-2016,Informatique,74
15739,Operating systems,2015-2016,Passerelle HES - IN,3
15740,Operating systems,2015-2016,Systèmes de communication,1
15741,Operating systems implementation,2016-2017,Informatique,38
15742,Operating systems implementation,2016-2017,Systèmes de communication,3
15743,Operating systems implementation,2017-2018,Informatique,27
15744,Operating systems implementation,2017-2018,Systèmes de communication,2
15745,Operations: economics & strategy,2012-2013,"Management, technologie et entrepreneuriat",10
15746,Operations: economics & strategy,2013-2014,"Management, technologie et entrepreneuriat",9
15747,Operations: economics & strategy,2013-2014,"Mineur en Management, technologie et entrepreneuriat",2
15748,Operations: economics & strategy,2014-2015,"Management, technologie et entrepreneuriat",8
15749,Operations: economics & strategy,2014-2015,"Mineur en Management, technologie et entrepreneuriat",2
15750,Operations: economics & strategy,2015-2016,"Management, technologie et entrepreneuriat",3
15751,Operations: economics & strategy,2016-2017,"Management, technologie et entrepreneuriat",9
15752,Operations: economics & strategy,2016-2017,"Mineur en Management, technologie et entrepreneuriat",1
15753,Operations: economics & strategy,2017-2018,"Management, technologie et entrepreneuriat",5
15754,Operations: economics & strategy,2018-2019,"Management, technologie et entrepreneuriat",13
15755,Operations: economics & strategy,2019-2020,"Management, technologie et entrepreneuriat",7
15756,Operations: economics & strategy,2019-2020,"Mineur en Management, technologie et entrepreneuriat",1
15757,Optical MEMS and micro-optics,2005-2006,Microsystèmes et microélectronique,9
15758,Optical MEMS and micro-optics,2005-2006,Photonique,5
15759,Optical MEMS and micro-optics,2006-2007,Microsystèmes et microélectronique,9
15760,Optical MEMS and micro-optics,2007-2008,Microsystèmes et microélectronique,1
15761,Optical MEMS and micro-optics,2008-2009,Microsystèmes et microélectronique,5
15762,Optical MEMS and micro-optics,2008-2009,Photonique,5
15763,Optical MEMS and micro-optics,2009-2010,Microsystèmes et microélectronique,5
15764,Optical MEMS and micro-optics,2010-2011,Microsystèmes et microélectronique,2
15765,Optical MEMS and micro-optics,2013-2014,Microsystèmes et microélectronique,3
15766,Optical MEMS and micro-optics,2013-2014,Photonique,5
15767,Optical MEMS and micro-optics,2014-2015,Microsystèmes et microélectronique,6
15768,Optical MEMS and micro-optics,2014-2015,Photonique,3
15769,Optical MEMS and micro-optics,2015-2016,Photonique,7
15770,Optical MEMS and micro-optics,2018-2019,Microsystèmes et microélectronique,7
15771,Optical MEMS and micro-optics,2018-2019,Photonique,3
15772,Optical MEMS and micro-optics,2019-2020,Microsystèmes et microélectronique,2
15773,Optical MEMS and micro-optics,2019-2020,Photonique,1
15774,Optical and microwave transmission,2004-2005,Systèmes de communication - master,7
15775,Optical and microwave transmission,2004-2005,Systèmes de communication - master Eurecom,8
15776,Optical and microwave transmission,2005-2006,Systèmes de communication - master Eurecom,8
15777,Optical and microwave transmission,2006-2007,Systèmes de communication - master,9
15778,Optical communications,2013-2014,Génie électrique et électronique,3
15779,Optical communications,2014-2015,Génie électrique et électronique,2
15780,Optical communications,2016-2017,Génie électrique et électronique,2
15781,Optical communications,2016-2017,Microtechnique,3
15782,Optical communications,2017-2018,Microtechnique,5
15783,Optical communications,2018-2019,Génie électrique et électronique,2
15784,Optical communications,2018-2019,Microtechnique,6
15785,Optical communications,2019-2020,Génie électrique et électronique,4
15786,Optical communications,2019-2020,Microtechnique,5
15787,Optical detectors,2014-2015,Microtechnique,24
15788,Optical detectors,2015-2016,Génie électrique et électronique,1
15789,Optical detectors,2015-2016,Micro- and Nanotechnologies for Integrated Systems,42
15790,Optical detectors,2015-2016,Microtechnique,15
15791,Optical detectors,2016-2017,Génie électrique et électronique,3
15792,Optical detectors,2016-2017,Micro- and Nanotechnologies for Integrated Systems,37
15793,Optical detectors,2016-2017,Microtechnique,12
15794,Optical detectors,2017-2018,Génie électrique et électronique,3
15795,Optical detectors,2017-2018,Micro- and Nanotechnologies for Integrated Systems,44
15796,Optical detectors,2017-2018,Microtechnique,33
15797,Optical detectors,2018-2019,Génie électrique et électronique,4
15798,Optical detectors,2018-2019,Micro- and Nanotechnologies for Integrated Systems,46
15799,Optical detectors,2018-2019,Microtechnique,18
15800,Optical detectors,2019-2020,Génie électrique et électronique,2
15801,Optical detectors,2019-2020,Micro- and Nanotechnologies for Integrated Systems,2
15802,Optical detectors,2019-2020,Microtechnique,15
15803,Optical methods in chemistry,2019-2020,Chimie moléculaire et biologique,4
15804,Optical signal processing,2005-2006,Génie électrique et électronique,19
15805,Optical signal processing,2006-2007,Génie électrique et électronique,13
15806,Optical signal processing,2007-2008,Génie électrique et électronique,25
15807,Optical signal processing,2008-2009,Génie électrique et électronique,17
15808,Optical signal processing,2009-2010,Génie électrique et électronique,29
15809,Optical signal processing,2010-2011,Génie électrique et électronique,19
15810,Optical signal processing,2011-2012,Génie électrique et électronique,22
15811,Optical waves propagation,2011-2012,Génie électrique et électronique,8
15812,Optical waves propagation,2013-2014,Génie électrique et électronique,2
15813,Optical waves propagation,2013-2014,Microtechnique,9
15814,Optical waves propagation,2014-2015,Génie électrique et électronique,1
15815,Optical waves propagation,2014-2015,Microtechnique,4
15816,Optical waves propagation,2016-2017,Génie électrique et électronique,1
15817,Optical waves propagation,2016-2017,Photonique,4
15818,Optical waves propagation,2017-2018,Microtechnique,11
15819,Optical waves propagation,2017-2018,Photonique,1
15820,Optical waves propagation,2018-2019,Microtechnique,8
15821,Optical waves propagation,2018-2019,Photonique,3
15822,Optics I,2008-2009,Physique,23
15823,Optics I,2010-2011,Physique,29
15824,Optics I,2010-2011,Science et génie des matériaux,2
15825,Optics I,2012-2013,Physique,32
15826,Optics I,2015-2016,Physique,24
15827,Optics I,2018-2019,Physique,20
15828,Optics II,2008-2009,Physique,11
15829,Optics II,2010-2011,Physique,8
15830,Optics II,2012-2013,Physique,10
15831,Optics II,2016-2017,Physique,28
15832,Optics II,2018-2019,Physique,4
15833,Optics III,2005-2006,Physique,7
15834,Optics III,2007-2008,Physique,17
15835,Optics III,2009-2010,Ingénierie physique,2
15836,Optics III,2011-2012,Ingénierie physique,1
15837,Optics III,2013-2014,Ingénierie physique,1
15838,Optics III,2013-2014,Physique - master,2
15839,Optics III,2016-2017,Génie électrique et électronique,1
15840,Optics III,2016-2017,Ingénierie physique,1
15841,Optics laboratories,2014-2015,Microtechnique,12
15842,Optics laboratories,2015-2016,Microtechnique,3
15843,Optics laboratories I,2016-2017,Microtechnique,6
15844,Optics laboratories I,2017-2018,Microtechnique,18
15845,Optics laboratories I,2018-2019,Génie électrique et électronique,1
15846,Optics laboratories I,2018-2019,Microtechnique,4
15847,Optics laboratories I,2019-2020,Génie électrique et électronique,1
15848,Optics laboratories I,2019-2020,Microtechnique,10
15849,Optics laboratories II,2018-2019,Microtechnique,5
15850,Optics laboratories II,2019-2020,Microtechnique,4
15851,Optimal control,2005-2006,Informatique et communications,4
15852,Optimal control,2006-2007,Informatique et communications,8
15853,Optimal control,2006-2007,Systèmes de production et robotique,2
15854,Optimal control,2008-2009,Informatique et communications,1
15855,Optimal control,2008-2009,Systèmes de production et robotique,1
15856,Optimal decision analysis,2010-2011,"Management, technologie et entrepreneuriat",6
15857,Optimal decision analysis,2010-2011,Mineurs,2
15858,Optimal decision analysis,2011-2012,"Management, technologie et entrepreneuriat",17
15859,Optimal decision analysis,2012-2013,"Management, technologie et entrepreneuriat",24
15860,Optimal decision analysis,2012-2013,"Mineur en Management, technologie et entrepreneuriat",1
15861,Optimal decision analysis,2013-2014,Génie électrique et électronique,28
15862,Optimal decision analysis,2013-2014,"Management, technologie et entrepreneuriat",6
15863,Optimal decision analysis,2013-2014,"Mineur en Management, technologie et entrepreneuriat",2
15864,Optimal decision analysis,2014-2015,Génie électrique et électronique,29
15865,Optimal decision analysis,2014-2015,"Management, technologie et entrepreneuriat",2
15866,Optimal decision making,2015-2016,Génie électrique et électronique,15
15867,Optimal decision making,2015-2016,"Management, technologie et entrepreneuriat",10
15868,Optimal decision making,2016-2017,Génie électrique et électronique,13
15869,Optimal decision making,2016-2017,"Management, technologie et entrepreneuriat",7
15870,Optimal decision making,2016-2017,"Mineur en Management, technologie et entrepreneuriat",1
15871,Optimal decision making,2017-2018,Génie électrique et électronique,21
15872,Optimal decision making,2017-2018,"Management, technologie et entrepreneuriat",11
15873,Optimal decision making,2018-2019,Génie électrique et électronique,17
15874,Optimal decision making,2018-2019,"Management, technologie et entrepreneuriat",10
15875,Optimal decision making,2018-2019,Robotique,4
15876,Optimal decision making,2019-2020,Génie électrique et électronique,10
15877,Optimal decision making,2019-2020,"Management, technologie et entrepreneuriat",9
15878,Optimal decision making,2019-2020,"Mineur en Management, technologie et entrepreneuriat",1
15879,Optimal decision making,2019-2020,Robotique,2
15880,Optimisation,2015-2016,Génie électrique et électronique,1
15881,Optimisation,2015-2016,Mathématiques,53
15882,Optimisation I,2004-2005,Informatique,1
15883,Optimisation I,2004-2005,Mathématiques,27
15884,Optimisation I,2004-2005,Systèmes de communication,16
15885,Optimisation I,2005-2006,Génie mécanique,58
15886,Optimisation I,2005-2006,Génie électrique et électronique,7
15887,Optimisation I,2005-2006,Systèmes de communication,37
15888,Optimisation I,2006-2007,Génie mécanique,65
15889,Optimisation I,2006-2007,Génie électrique et électronique,6
15890,Optimisation I,2006-2007,Informatique,2
15891,Optimisation I,2006-2007,Mathématiques,26
15892,Optimisation I,2006-2007,Systèmes de communication,27
15893,Optimisation II,2004-2005,Informatique,6
15894,Optimisation II,2004-2005,Mathématiques,29
15895,Optimisation II,2004-2005,Systèmes de communication,12
15896,Optimisation II,2005-2006,Systèmes de communication,34
15897,Optimisation II,2006-2007,Génie mécanique,33
15898,Optimisation II,2006-2007,Informatique,1
15899,Optimisation II,2006-2007,Mathématiques,24
15900,Optimisation II,2006-2007,Systèmes de communication,22
15901,Optimisation des réseaux,2005-2006,Génie électrique et électronique,23
15902,Optimisation des réseaux,2006-2007,Génie électrique et électronique,16
15903,Optimisation des réseaux,2007-2008,Génie électrique et électronique,25
15904,Optimisation discrète,2009-2010,Chimie et génie chimique,2
15905,Optimisation discrète,2009-2010,Génie mécanique,6
15906,Optimisation discrète,2009-2010,Informatique,16
15907,Optimisation discrète,2009-2010,Mathématiques,31
15908,Optimisation discrète,2009-2010,Systèmes de communication,11
15909,Optimisation discrète,2010-2011,Génie mécanique,10
15910,Optimisation discrète,2010-2011,Informatique,12
15911,Optimisation discrète,2010-2011,Mathématiques,71
15912,Optimisation discrète,2010-2011,Systèmes de communication,13
15913,Optimisation discrète,2012-2013,Génie mécanique,16
15914,Optimisation discrète,2012-2013,Informatique,29
15915,Optimisation discrète,2012-2013,Mathématiques,88
15916,Optimisation discrète,2012-2013,Systèmes de communication,34
15917,Optimisation expérimentale des matériaux,2004-2005,Science et génie des matériaux,4
15918,Optimisation expérimentale des matériaux,2005-2006,Science et génie des matériaux,10
15919,Optimisation expérimentale des matériaux,2006-2007,Science et génie des matériaux,14
15920,Optimisation expérimentale des matériaux,2007-2008,Science et génie des matériaux,7
15921,Optimisation expérimentale des matériaux,2008-2009,Science et génie des matériaux,10
15922,Optimisation expérimentale des matériaux,2009-2010,Science et génie des matériaux,7
15923,Optimisation expérimentale des matériaux,2010-2011,Science et génie des matériaux,17
15924,Optimisation expérimentale des matériaux,2011-2012,Science et génie des matériaux,10
15925,Optimisation expérimentale des matériaux,2012-2013,Science et génie des matériaux,12
15926,Optimisation numérique B,2004-2005,Génie mécanique,11
15927,Optimisation numérique B,2004-2005,Informatique,1
15928,Optimisation pour ingénieurs I,2007-2008,Génie mécanique,42
15929,Optimisation pour ingénieurs I,2007-2008,Génie électrique et électronique,4
15930,Optimisation pour ingénieurs I,2007-2008,Systèmes de communication,10
15931,Optimization and simulation,2009-2010,Génie civil et environnement,18
15932,Optimization and simulation,2010-2011,Génie civil et environnement,17
15933,Optimization and simulation,2011-2012,Génie civil et environnement,12
15934,Optimization and simulation,2012-2013,Génie civil et environnement,3
15935,Optimization and simulation,2012-2013,Neurosciences,1
15936,Optimization and simulation,2013-2014,Génie civil et environnement,6
15937,Optimization and simulation,2013-2014,Management de la technologie,1
15938,Optimization and simulation,2014-2015,Génie civil et environnement,9
15939,Optimization and simulation,2014-2015,Management de la technologie,1
15940,Optimization and simulation,2014-2015,Neurosciences,1
15941,Optimization and simulation,2015-2016,Génie civil et environnement,16
15942,Optimization and simulation,2016-2017,Génie civil et environnement,4
15943,Optimization and simulation,2017-2018,Génie civil et environnement,3
15944,Optimization and simulation,2017-2018,Neurosciences,2
15945,Optimization and simulation,2018-2019,Génie civil et environnement,8
15946,Optimization and simulation,2019-2020,Génie civil et environnement,6
15947,Optimization for machine learning,2017-2018,Data Science,11
15948,Optimization for machine learning,2017-2018,Informatique,35
15949,Optimization for machine learning,2017-2018,Science et ingénierie computationnelles,10
15950,Optimization for machine learning,2017-2018,Systèmes de communication - master,6
15951,Optimization for machine learning,2018-2019,Data Science,15
15952,Optimization for machine learning,2018-2019,Génie électrique,4
15953,Optimization for machine learning,2018-2019,Informatique,23
15954,Optimization for machine learning,2018-2019,Science et ingénierie computationnelles,4
15955,Optimization for machine learning,2018-2019,Systèmes de communication - master,4
15956,Optimization for machine learning,2019-2020,Data Science,39
15957,Optimization for machine learning,2019-2020,Génie électrique,4
15958,Optimization for machine learning,2019-2020,Informatique,28
15959,Optimization for machine learning,2019-2020,Informatique - Cybersecurity,1
15960,Optimization for machine learning,2019-2020,Mineur en Data science,3
15961,Optimization for machine learning,2019-2020,Science et ingénierie computationnelles,7
15962,Optimization for machine learning,2019-2020,Systèmes de communication - master,2
15963,Optimization methods,2017-2018,Ingénierie financière,26
15964,Optimization methods,2018-2019,Ingénierie financière,38
15965,Optimization methods,2019-2020,Ingénierie financière,21
15966,Optimization methods in finance,2009-2010,Ingénierie financière,4
15967,Optimization methods in finance,2009-2010,Mathématiques,11
15968,Optimization methods in finance,2010-2011,Ingénierie financière,5
15969,Optimization methods in finance,2010-2011,Mathématiques,5
15970,Optimization methods in finance,2010-2011,Science et ingénierie computationnelles,1
15971,Option studio Urban planning,2010-2011,Architecture,3
15972,Option studio Urban planning,2010-2011,Mineurs,1
15973,Option studio Urban planning,2011-2012,Architecture,1
15974,Options and investments analysis,2008-2009,Ingénierie financière,6
15975,Optique,2004-2005,Microtechnique,59
15976,Optique,2005-2006,Microtechnique,92
15977,Optique,2006-2007,Microtechnique,54
15978,Optique,2007-2008,Microtechnique,46
15979,Optique,2008-2009,Microtechnique,60
15980,Optique,2009-2010,Microtechnique,61
15981,Optique I,2004-2005,Physique,16
15982,Optique I,2005-2006,Physique,28
15983,Optique I,2006-2007,Physique,33
15984,Optique I,2007-2008,Physique,41
15985,Optique I,2009-2010,Physique,27
15986,Optique I,2009-2010,Science et génie des matériaux,4
15987,Optique I,2011-2012,Physique,28
15988,Optique I,2011-2012,Science et génie des matériaux,4
15989,Optique I,2013-2014,Physique,54
15990,Optique I,2014-2015,Physique,22
15991,Optique I,2014-2015,Science et génie des matériaux,1
15992,Optique I,2017-2018,Physique,22
15993,Optique I,2019-2020,Physique,26
15994,Optique II,2004-2005,Physique,25
15995,Optique II,2005-2006,Physique,15
15996,Optique II,2006-2007,Physique,25
15997,Optique II,2007-2008,Physique,23
15998,Optique II,2009-2010,Physique,5
15999,Optique II,2011-2012,Physique,9
16000,Optique II,2013-2014,Physique,22
16001,Optique II,2015-2016,Ingénierie physique,1
16002,Optique II,2017-2018,Physique,8
16003,Optique II,2019-2020,Physique,10
16004,Optique III,2004-2005,Physique,10
16005,Optique III,2006-2007,Physique,10
16006,Optique III,2008-2009,Physique,12
16007,Optique III,2010-2011,Physique - master,3
16008,Optique III,2012-2013,Ingénierie physique,2
16009,Optique III,2012-2013,Physique - master,1
16010,Optique III,2015-2016,Ingénierie physique,3
16011,Optique III,2017-2018,Physique - master,2
16012,Optique III,2018-2019,Ingénierie physique,1
16013,Optique III,2018-2019,Physique - master,2
16014,Optique III,2019-2020,Physique - master,3
16015,Optique TP,2004-2005,Microtechnique,11
16016,Optique TP,2005-2006,Microtechnique,6
16017,Optique TP,2006-2007,Microtechnique,5
16018,Optique TP,2007-2008,Microtechnique,5
16019,Optique TP,2009-2010,Microtechnique,5
16020,Optique TP,2010-2011,Microtechnique,8
16021,Optique TP,2011-2012,Microtechnique,5
16022,Optique TP,2012-2013,Microtechnique,11
16023,Optique TP,2013-2014,Microtechnique,8
16024,Optique et information quantique,2012-2013,Physique - master,1
16025,Optique intégrée,2004-2005,Microtechnique,6
16026,Optique intégrée,2005-2006,Microtechnique,9
16027,Optique intégrée,2006-2007,Microtechnique,8
16028,Optique intégrée,2007-2008,Microtechnique,4
16029,Optique intégrée,2009-2010,Microtechnique,2
16030,Optique intégrée,2010-2011,Microtechnique,7
16031,Optique intégrée,2011-2012,Microtechnique,4
16032,Optique intégrée,2012-2013,Microtechnique,9
16033,Optique quantique,2004-2005,Physique,10
16034,Optique quantique,2005-2006,Physique,34
16035,Optique quantique,2006-2007,Physique,16
16036,Optique quantique,2007-2008,Physique,32
16037,Optique quantique,2008-2009,Physique,13
16038,Optique quantique,2009-2010,Ingénierie physique,4
16039,Optique quantique I,2010-2011,Physique - master,5
16040,Optique quantique I,2011-2012,Ingénierie physique,1
16041,Optique quantique II,2010-2011,Physique - master,1
16042,Optique quantique II,2011-2012,Ingénierie physique,1
16043,Opto- and macroelectronic materials,2009-2010,Microtechnique,14
16044,Opto- and macroelectronic materials,2009-2010,Science et génie des matériaux,7
16045,Opto- and macroelectronic materials,2010-2011,Microtechnique,6
16046,Opto- and macroelectronic materials,2010-2011,Science et génie des matériaux,2
16047,Opto- and macroelectronic materials,2011-2012,Microtechnique,2
16048,Opto- and macroelectronic materials,2011-2012,Science et génie des matériaux,5
16049,Opto- and macroelectronic materials,2012-2013,Microtechnique,8
16050,Opto- and macroelectronic materials,2012-2013,Science et génie des matériaux,2
16051,Opto- and macroelectronic materials,2013-2014,Microtechnique,6
16052,Opto- and macroelectronic materials,2013-2014,Science et génie des matériaux,3
16053,Opto- and macroelectronic materials,2014-2015,Microtechnique,5
16054,Opto- and macroelectronic materials,2014-2015,Science et génie des matériaux,3
16055,Opto- and macroelectronic materials,2015-2016,Microtechnique,4
16056,Optoelectronics,2006-2007,Micro- and Nanotechnologies for Integrated Systems,42
16057,Optoelectronics,2007-2008,Micro- and Nanotechnologies for Integrated Systems,42
16058,Optoelectronics,2008-2009,Micro- and Nanotechnologies for Integrated Systems,53
16059,Optoelectronics,2009-2010,Micro- and Nanotechnologies for Integrated Systems,40
16060,Optoelectronics,2010-2011,Micro- and Nanotechnologies for Integrated Systems,43
16061,Optoelectronics,2011-2012,Micro- and Nanotechnologies for Integrated Systems,40
16062,Optoelectronics,2012-2013,Micro- and Nanotechnologies for Integrated Systems,30
16063,Optoelectronics,2013-2014,Micro- and Nanotechnologies for Integrated Systems,40
16064,Optoélectronique,2004-2005,Microtechnique,17
16065,Optoélectronique,2004-2005,Science et génie des matériaux,1
16066,Optoélectronique,2005-2006,Microtechnique,18
16067,Optoélectronique,2005-2006,Science et génie des matériaux,4
16068,Optoélectronique,2006-2007,Microtechnique,14
16069,Optoélectronique,2006-2007,Science et génie des matériaux,2
16070,Opérateurs de Fredholm,2007-2008,Mathématiques,16
16071,Opération unitaire et technologie des procédés,2019-2020,Génie chimique,3
16072,Opération unitaire et technologie des procédés,2019-2020,Passerelle HES - CGC,1
16073,Organic and printed electronics,2017-2018,Microtechnique,15
16074,Organic and printed electronics,2018-2019,Microtechnique,13
16075,Organic and printed electronics,2018-2019,Robotique,1
16076,Organic and printed electronics,2019-2020,Microtechnique,16
16077,Organic and printed electronics,2019-2020,Robotique,1
16078,"Organic electronic materials - synthesis, applications, properties",2009-2010,Science et génie des matériaux,10
16079,"Organic electronic materials - synthesis, applications, properties",2010-2011,Chimie moléculaire et biologique,3
16080,"Organic electronic materials - synthesis, applications, properties",2010-2011,Science et génie des matériaux,11
16081,"Organic electronic materials - synthesis, applications, properties",2011-2012,Chimie moléculaire et biologique,2
16082,"Organic electronic materials - synthesis, applications, properties",2011-2012,Science et génie des matériaux,11
16083,"Organic electronic materials - synthesis, applications, properties",2013-2014,Chimie moléculaire et biologique,3
16084,"Organic electronic materials - synthesis, applications, properties",2013-2014,Science et génie des matériaux,16
16085,"Organic electronic materials - synthesis, applications, properties",2014-2015,Chimie moléculaire et biologique,2
16086,"Organic electronic materials - synthesis, applications, properties",2014-2015,Science et génie des matériaux,22
16087,"Organic electronic materials - synthesis, applications, properties",2015-2016,Chimie moléculaire et biologique,2
16088,"Organic electronic materials - synthesis, applications, properties",2015-2016,Génie chimique et biotechnologie,1
16089,"Organic electronic materials - synthesis, applications, properties",2015-2016,Science et génie des matériaux,9
16090,"Organic electronic materials - synthesis, applications, properties",2016-2017,Chimie moléculaire et biologique,5
16091,"Organic electronic materials - synthesis, applications, properties",2016-2017,Science et génie des matériaux,10
16092,"Organic electronic materials - synthesis, applications, properties",2017-2018,Chimie moléculaire et biologique,3
16093,"Organic electronic materials - synthesis, applications, properties",2017-2018,Science et génie des matériaux,12
16094,"Organic electronic materials - synthesis, applications, properties",2018-2019,Chimie moléculaire et biologique,7
16095,"Organic electronic materials - synthesis, applications, properties",2018-2019,Science et génie des matériaux,15
16096,"Organic electronic materials - synthesis, applications, properties",2019-2020,Chimie moléculaire et biologique,7
16097,"Organic electronic materials - synthesis, applications, properties",2019-2020,Génie chimique et biotechnologie,1
16098,"Organic electronic materials - synthesis, applications, properties",2019-2020,Science et génie des matériaux,9
16099,Organic semiconductors,2007-2008,Science et génie des matériaux,7
16100,Organic semiconductors,2008-2009,Science et génie des matériaux,8
16101,Organic semiconductors,2009-2010,Science et génie des matériaux,8
16102,Organic semiconductors,2010-2011,Science et génie des matériaux,13
16103,Organic semiconductors,2011-2012,Science et génie des matériaux,9
16104,Organic semiconductors,2012-2013,Science et génie des matériaux,8
16105,Organic semiconductors,2013-2014,Science et génie des matériaux,14
16106,Organic semiconductors,2014-2015,Science et génie des matériaux,17
16107,Organic semiconductors,2015-2016,Chimie et génie chimique,3
16108,Organic semiconductors,2015-2016,Science et génie des matériaux,8
16109,Organic semiconductors,2016-2017,Science et génie des matériaux,10
16110,Organic semiconductors,2017-2018,Science et génie des matériaux,6
16111,Organic semiconductors,2018-2019,Photonique,2
16112,Organic semiconductors,2018-2019,Science et génie des matériaux,3
16113,Organic semiconductors,2019-2020,Science et génie des matériaux,3
16114,"Organisation, économie et droit de la construction I",2004-2005,Génie civil,30
16115,"Organisation, économie et droit de la construction I",2005-2006,Génie civil,30
16116,"Organisation, économie et droit de la construction I",2006-2007,Génie civil,53
16117,"Organisation, économie et droit de la construction I",2007-2008,Génie civil,30
16118,"Organisation, économie et droit de la construction I",2008-2009,Génie civil,45
16119,"Organisation, économie et droit de la construction I",2009-2010,Génie civil,66
16120,"Organisation, économie et droit de la construction I",2010-2011,Génie civil,61
16121,"Organisation, économie et droit de la construction I",2011-2012,Génie civil,57
16122,"Organisation, économie et droit de la construction I",2012-2013,Génie civil,86
16123,"Organisation, économie et droit de la construction I",2013-2014,Génie civil,84
16124,"Organisation, économie et droit de la construction I",2014-2015,Génie civil,46
16125,"Organisation, économie et droit de la construction I",2015-2016,Génie civil,79
16126,"Organisation, économie et droit de la construction I",2016-2017,Génie civil,80
16127,"Organisation, économie et droit de la construction I",2017-2018,Génie civil,36
16128,"Organisation, économie et droit de la construction II",2004-2005,Génie civil,16
16129,"Organisation, économie et droit de la construction II",2005-2006,Génie civil,23
16130,"Organisation, économie et droit de la construction II",2006-2007,Génie civil,27
16131,"Organisation, économie et droit de la construction II",2007-2008,Génie civil,14
16132,"Organisation, économie et droit de la construction II",2008-2009,Génie civil,18
16133,"Organisation, économie et droit de la construction II",2009-2010,Génie civil,22
16134,"Organisation, économie et droit de la construction II",2010-2011,Génie civil,21
16135,"Organisation, économie et droit de la construction II",2011-2012,Génie civil,31
16136,"Organisation, économie et droit de la construction II",2012-2013,Génie civil,45
