,year,course_name,section,enrollments
3973,2014-2015,Théorie et critique du projet MA1 (Kempe & Thill),AR,26
3974,2014-2015,Théorie et critique du projet MA1 (Lamunière),AR,3
3975,2014-2015,Théorie et critique du projet MA1 (Rollet),AR,10
3976,2014-2015,Théorie et critique du projet MA1 (Weinand),AR,18
3977,2014-2015,Théorie et critique du projet MA2 (Dietz),AR,18
3978,2014-2015,Théorie et critique du projet MA2 (Eliet & Lehmann),AR,15
3979,2014-2015,Théorie et critique du projet MA2 (Geers),AR,13
3980,2014-2015,Théorie et critique du projet MA2 (Giuliani & Hönger),AR,30
3981,2014-2015,Théorie et critique du projet MA2 (Gugger),AR,13
3982,2014-2015,Théorie et critique du projet MA2 (Kempe & Thill),AR,4
3983,2014-2015,Théorie et critique du projet MA2 (Lamunière),AR,14
3984,2014-2015,Théorie et critique du projet MA2 (Weinand),AR,18
3985,2014-2015,Théories et techniques du projet de sauvegarde,AR,29
3986,2014-2015,Time series,MATH,63
3987,2014-2015,Tissue engineering,BIOENG,16
3988,2014-2015,Topics in geometry,MATH,4
3989,2014-2015,Topics in number theory,MATH,1
3990,2014-2015,Topics in theoretical computer science,CS,11
3991,2014-2015,Total synthesis of natural products,CH,10
3992,2014-2015,Transducteurs et entraînements intégrés,EE,36
3993,2014-2015,Transport et télématique,CIVIL,21
3994,2014-2015,Travaux souterrains,CIVIL,35
3995,2014-2015,Tribology,MSE,42
3996,2014-2015,Turbomachines thermiques,ME,36
3997,2014-2015,Two-phase flows and heat transfer,ME,38
3998,2014-2015,UE : Environnement et GC,CIVIL,24
3999,2014-2015,UE B : Critique architecturale,AR,27
4000,2014-2015,UE D : Territoire et société,AR,3
4001,2014-2015,UE E : Architecture et structures,AR,16
4002,2014-2015,UE F : Architecture et réhabilitation,AR,9
4003,2014-2015,UE I : Analogue-Digital-Virtuel,AR,18
4004,2014-2015,UE J : Territoire et paysage,AR,16
4005,2014-2015,UE K : Architecture et durabilité : études de performances,AR,9
4006,2014-2015,UE M : Espace et lumière: le projet d'éclairage,AR,5
4007,2014-2015,UE O : Béton. Matière de construction,AR,25
4008,2014-2015,UE P : Béton. Construction et préfabrication,AR,12
4009,2014-2015,UE Q : Composants et assemblages,AR,4
4010,2014-2015,UE R : Introduction au BIM (Building Information Modeling),AR,3
4011,2014-2015,UE génie civil: construction durable,CIVIL,60
4012,2014-2015,Understanding modern Switzerland I,HUM,2
4013,2014-2015,Understanding statistics and experimental design,BIO,13
4014,2014-2015,Unsupervised & reinforcement learning in neural networks,CS,28
4015,2014-2015,Urban hydraulic systems,CIVIL,21
4016,2014-2015,Urbanisme en Asie,AR,45
4017,2014-2015,Urbanisme et territoires,AR,19
4018,2014-2015,Venture capital,FIN,18
4019,2014-2015,Ville africaine: introduction à la planification,AR,50
4020,2014-2015,Ville et mobilité,AR,27
4021,2014-2015,Villes et transports,CIVIL,44
4022,2014-2015,Virtual reality,CS,22
4023,2014-2015,Visions et Utopies,AR,55
4024,2014-2015,Voies de circulation,CIVIL,13
4025,2014-2015,Water and wastewater treatment,ENV,54
4026,2014-2015,Water quality modeling,ENG,3
4027,2014-2015,Water resources engineering,ENV,68
4028,2014-2015,Wave propagation along transmission lines,EE,18
4029,2014-2015,Wireless receivers: algorithms and architectures,EE,32
4030,2014-2015,"Wood structures, properties and uses",MSE,46
4031,2015-2016,A network tour of data science,EE,5
4032,2015-2016,Accounting for finance,FIN,27
4033,2015-2016,Advanced Fossil and Renewable Energy Systems,ME,27
4034,2015-2016,Advanced MEMS & microsystems,MICRO,9
4035,2015-2016,Advanced NMR and imaging,CH,4
4036,2015-2016,Advanced algorithms,CS,39
4037,2015-2016,Advanced analog and RF integrated circuits design I,EE,10
4038,2015-2016,Advanced analog and RF integrated circuits design II,EE,7
4039,2015-2016,Advanced analysis I,MATH,19
4040,2015-2016,Advanced analysis II,MATH,17
4041,2015-2016,Advanced bioengineering methods laboratory,BIOENG,4
4042,2015-2016,Advanced compiler construction,CS,17
4043,2015-2016,Advanced composites in engineering structures,CIVIL,18
4044,2015-2016,Advanced computer architecture,CS,30
4045,2015-2016,Advanced computer graphics,CS,61
4046,2015-2016,Advanced control systems,ME,42
4047,2015-2016,Advanced cryptography,COM,4
4048,2015-2016,Advanced derivatives,FIN,28
4049,2015-2016,Advanced diffusional separation processes,ChE,14
4050,2015-2016,Advanced digital communications,COM,22
4051,2015-2016,Advanced energetics,ME,45
4052,2015-2016,Advanced heat transfer,ME,22
4053,2015-2016,Advanced machine learning,MICRO,12
4054,2015-2016,Advanced materials for photovoltaics and lighting,CH,3
4055,2015-2016,Advanced methods in computational solid mechanics,CIVIL,8
4056,2015-2016,Advanced multiprocessor architecture,CS,23
4057,2015-2016,Advanced nanomaterials,MSE,35
4058,2015-2016,Advanced numerical analysis,MATH,35
4059,2015-2016,Advanced principles and applications of systems biology,ChE,5
4060,2015-2016,Advanced probability and applications,COM,17
4061,2015-2016,Advanced satellite positioning,ENV,11
4062,2015-2016,Advanced solid waste treatment,ENV,20
4063,2015-2016,Advanced steel design,CIVIL,47
4064,2015-2016,Advanced topics in financial econometrics,FIN,9
4065,2015-2016,Advanced topics in nuclear reactor materials,ETH,9
4066,2015-2016,Advanced wireless communications: algorithms and architectures,EE,8
4067,2015-2016,Air pollution and climate change,ENV,52
4068,2015-2016,Algorithms,CS,230
4069,2015-2016,Analog circuits design I,EE,63
4070,2015-2016,Analog circuits design II,EE,18
4071,2015-2016,Analog circuits for biochip,EE,4
4072,2015-2016,Analyse de produits et systèmes,MICRO,6
4073,2015-2016,"Analyse du cycle de vie, écobilan",ENV,21
4074,2015-2016,Analyse et gestion de risques,CIVIL,73
4075,2015-2016,Analyse et management des risques industriels,ENV,26
4076,2015-2016,Analyse fonctionnelle II,MATH,3
4077,2015-2016,Analysis and modelling of locomotion,BIOENG,18
4078,2015-2016,Analysis of ancient materials and their degradation,CH,3
4079,2015-2016,Analysis on groups,MATH,4
4080,2015-2016,Analytic methods in algorithms and complexity,CS,19
4081,2015-2016,Applied corporate & industry analysis,MGT,12
4082,2015-2016,Applied machine learning,MICRO,57
4083,2015-2016,Applied molecular quantum chemistry,CH,7
4084,2015-2016,Applied probability & stochastic processes,COM,20
4085,2015-2016,Applied probability & stochastic processes,MGT,20
4086,2015-2016,Architecture des systems-on-chip,CS,108
4087,2015-2016,Architecture et construction de la ville I,AR,77
4088,2015-2016,Architecture et construction de la ville II,AR,23
4089,2015-2016,Art et histoire des jardins,AR,13
4090,2015-2016,Artificial photosynthesis,CH,4
4091,2015-2016,Assemblage et robotique TP,MICRO,20
4092,2015-2016,Assembly techniques,MSE,19
4093,2015-2016,Astrophysics III : stellar and galactic dynamics,PHYS,2
4094,2015-2016,Astrophysics IV : observational cosmology,PHYS,4
4095,2015-2016,Atomistic and quantum simulations of materials,MSE,18
4096,2015-2016,Atoms and radiation,CH,5
4097,2015-2016,Audio,EE,6
4098,2015-2016,Audio signal processing and virtual acoustics,COM,21
4099,2015-2016,Automatic speech processing,EE,16
4100,2015-2016,Aérodynamique,ME,50
4101,2015-2016,B2B - high-tech marketing,MGT,7
4102,2015-2016,Barrages et ouvrages hydrauliques annexes,CIVIL,34
4103,2015-2016,Bases de la robotique,MICRO,117
4104,2015-2016,Beyond-design-basis safety,ETH,9
4105,2015-2016,Bio-ingénierie des cours d'eau et milieux naturels,ENV,16
4106,2015-2016,Bio-nano-chip design,EE,10
4107,2015-2016,BioMEMS,MICRO,35
4108,2015-2016,Bioanalytics and analytical sensors,CH,7
4109,2015-2016,Biological modeling of neural networks,BIO,31
4110,2015-2016,Biomaterials,BIOENG,17
4111,2015-2016,Biomaterials (pour MX),MSE,13
4112,2015-2016,Biomechanics of the cardiovascular system,ME,56
4113,2015-2016,Biomechanics of the musculoskeletal system,ME,42
4114,2015-2016,Biomedical optics,BIOENG,2
4115,2015-2016,Biomedical signal processing,EE,25
4116,2015-2016,Biometrics,EE,51
4117,2015-2016,Biometrics,UNIL,51
4118,2015-2016,Biomicroscopy I,MICRO,27
4119,2015-2016,Biomicroscopy II,MICRO,3
4120,2015-2016,Biomineralization: from nature to application,ENV,32
4121,2015-2016,Biomolecular structure and mechanics,BIO,7
4122,2015-2016,Biophysics I,PHYS,23
4123,2015-2016,Biophysics II,PHYS,3
4124,2015-2016,Bioprocesses and downstream processing,ChE,3
4125,2015-2016,Brain computer interaction,EE,11
4126,2015-2016,Business design for IT services,CS,14
4127,2015-2016,Business information systems,MGT,6
4128,2015-2016,Cancer biology I,BIO,3
4129,2015-2016,Cancer biology II,BIO,1
4130,2015-2016,Capteurs,MICRO,84
4131,2015-2016,Caractères architecturaux et urbanismes de l'Islam,AR,59
4132,2015-2016,Catalysis for emission control and energy processes,ChE,6
4133,2015-2016,Catalysis for energy storage,CH,20
4134,2015-2016,Catalyst design for synthesis,CH,11
4135,2015-2016,Catalytic asymmetric reactions in organic chemistry,CH,4
4136,2015-2016,Cavitation et phénomènes d'interface,ME,38
4137,2015-2016,Cellular biology and biochemistry for engineers,BIO,22
4138,2015-2016,Cellular signalling,CH,9
4139,2015-2016,Cementitious materials (advanced),MSE,7
4140,2015-2016,Chemical biology - tools and methods,BIOENG,4
4141,2015-2016,Chemical engineering lab & project,ChE,13
4142,2015-2016,Chemical engineering of heterogenous reaction,ChE,16
4143,2015-2016,Chemistry of food processes,ENG,13
4144,2015-2016,Chemistry of small biological molecules,CH,7
4145,2015-2016,Chimie des denrées alimentaires,ENG,20
4146,2015-2016,Circuits intégrés I,EE,12
4147,2015-2016,Cohérences aventureuses,AR,111
4148,2015-2016,Color reproduction,CS,9
4149,2015-2016,Combinatorial optimization,MATH,5
4150,2015-2016,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,18
4151,2015-2016,Commande non linéaire,ME,53
4152,2015-2016,Composants semiconducteurs,MICRO,66
4153,2015-2016,Composites polymères + TP,MSE,23
4154,2015-2016,Composites technology,MSE,42
4155,2015-2016,Computational Social Media,EE,6
4156,2015-2016,Computational finance,FIN,18
4157,2015-2016,Computational finance,MATH,18
4158,2015-2016,Computational linear algebra,MATH,17
4159,2015-2016,Computational methods in molecular quantum mechanics,CH,5
4160,2015-2016,Computational molecular biology,CS,9
4161,2015-2016,Computational motor control,CS,19
4162,2015-2016,Computational multiphase thermal fluid dynamics,ETH,6
4163,2015-2016,Computational photography,CS,16
4164,2015-2016,Computational physics III,PHYS,42
4165,2015-2016,Computer simulation of physical systems I,PHYS,22
4166,2015-2016,Computer vision,CS,51
4167,2015-2016,Computer-aided engineering,ME,75
4168,2015-2016,Conception pour X,ME,18
4169,2015-2016,Concurrent algorithms,CS,62
4170,2015-2016,Confort et architecture: stratégies durables,AR,24
4171,2015-2016,Construction en bois,CIVIL,64
4172,2015-2016,Convex optimization and applications,CS,46
4173,2015-2016,Convexity,MATH,2
4174,2015-2016,Corporate governance,MGT,5
4175,2015-2016,Corporate strategy,MGT,14
4176,2015-2016,Credit risk,FIN,28
4177,2015-2016,Cryptography and security,COM,79
4178,2015-2016,"D. Thinking: real problems, human-focused solutions",MGT,8
4179,2015-2016,Data analysis and model classification,EE,26
4180,2015-2016,Database systems,CS,115
4181,2015-2016,De la structure à l'ornement,AR,124
4182,2015-2016,Decision-aid methodologies in transportation,CIVIL,21
4183,2015-2016,Decommissioning of nuclear power plants,ETH,13
4184,2015-2016,Derivatives,FIN,25
4185,2015-2016,Design technologies for integrated systems,CS,29
4186,2015-2016,Dielectric properties of materials,MSE,8
4187,2015-2016,Differential geometry of framed curves,MATH,5
4188,2015-2016,Difficult Double Double Histories,AR,24
4189,2015-2016,Digital education & learning analytics,CS,21
4190,2015-2016,Distributed algorithms,CS,129
4191,2015-2016,Distributed information systems,CS,140
4192,2015-2016,Distributed intelligent systems,ENG,54
4193,2015-2016,Droit : contrats et responsabilité professionnelle,ENV,48
4194,2015-2016,Dynamical system theory for engineers,COM,20
4195,2015-2016,Dynamique des structures,CIVIL,115
4196,2015-2016,Dynamique moléculaire et simulation Monte-Carlo,CH,1
4197,2015-2016,Dynamique numérique des solides et des structures,ME,24
4198,2015-2016,Développements en économie des transports,CIVIL,26
4199,2015-2016,Early detection of innovation potential,MGT,11
4200,2015-2016,Eco-friendly production and process intensification,ChE,8
4201,2015-2016,Eco-morphologie fluviale,ENV,29
4202,2015-2016,Econometrics,FIN,25
4203,2015-2016,Economics of Innovation,MGT,10
4204,2015-2016,Economics of innovation & management in energy,MGT,7
4205,2015-2016,Economics of innovation in the biomedical industry,MGT,10
4206,2015-2016,Economie des réseaux d'infrastructures,CIVIL,26
4207,2015-2016,Economie hydraulique,CIVIL,87
4208,2015-2016,Economie spatiale et régionale,AR,77
4209,2015-2016,Electrical filters,EE,10
4210,2015-2016,Electrochemical engineering,ChE,2
4211,2015-2016,Electrochemistry for materials technology,MSE,29
4212,2015-2016,Electromagnetic compatibility,EE,23
4213,2015-2016,Electron microscopy: advanced methods,MSE,18
4214,2015-2016,Electronic spectroscopy,CH,7
4215,2015-2016,Embedded systems,CS,30
4216,2015-2016,Empirical methods in Finance,FIN,25
4217,2015-2016,Energie solaire et architecture,AR,27
4218,2015-2016,Energy conversion,ME,45
4219,2015-2016,Energy storage systems,EE,36
4220,2015-2016,Energy systems engineering,ChE,5
4221,2015-2016,Energétique du bâtiment,ENG,109
4222,2015-2016,Engineering geology for geo-energy,CIVIL,14
4223,2015-2016,Engines and fuel cells,ME,50
4224,2015-2016,Enterprise and service-oriented architecture,CS,29
4225,2015-2016,Entrepreneurship & new venture strategy (a),MGT,10
4226,2015-2016,Entrepreneurship laboratory (e-lab),MGT,12
4227,2015-2016,Environment chemical and biological technology,ChE,4
4228,2015-2016,Environmental transport phenomena,ENG,61
4229,2015-2016,"Environnements de travail, risques professionnels",ENV,19
4230,2015-2016,Equilibrium-stage separation processes,ChE,14
4231,2015-2016,Esthétique des ouvrages de génie civil,CIVIL,83
4232,2015-2016,Etudes d'impact,ENG,52
4233,2015-2016,Evolutionary robotics,MICRO,26
4234,2015-2016,Experimental methods in physics I,PHYS,10
4235,2015-2016,Exploitation ferroviaire,CIVIL,22
4236,2015-2016,Fabrication assistée par ordinateur,ME,51
4237,2015-2016,Fate and behaviour of organic pollutants,ENV,21
4238,2015-2016,Financial & managerial accounting,MGT,18
4239,2015-2016,Financial big data,FIN,10
4240,2015-2016,Fixed income analysis,FIN,30
4241,2015-2016,Flexible bioelectronics,MICRO,27
4242,2015-2016,Flow of dispersed media,ME,21
4243,2015-2016,Fluvial biogeosciences,ENV,24
4244,2015-2016,"Foncier, immobilier, logement",AR,41
4245,2015-2016,Food biotechnology,ENG,9
4246,2015-2016,Foundations of software,CS,72
4247,2015-2016,Fracture mechanics,ME,23
4248,2015-2016,Fracture of materials,MSE,52
4249,2015-2016,Frontiers in nanosciences,PHYS,9
4250,2015-2016,Fundamentals & processes for photovoltaic devices,MICRO,34
4251,2015-2016,Fundamentals of VLSI design,EE,19
4252,2015-2016,Fundamentals of biomedical imaging,PHYS,21
4253,2015-2016,Fundamentals of biophotonics,BIO,3
4254,2015-2016,Fundamentals of biosensors and electronic biochips,EE,21
4255,2015-2016,Fundamentals of neuroengineering,BIOENG,25
4256,2015-2016,Fundamentals of solid-state materials,MSE,53
4257,2015-2016,Fundamentals of traffic operations and control,CIVIL,103
4258,2015-2016,Genomics and bioinformatics,BIO,16
4259,2015-2016,Geocomputation,ENV,9
4260,2015-2016,Geomechanics,CIVIL,126
4261,2015-2016,Geomonitoring,ENV,13
4262,2015-2016,Gestion de la maintenance des infrastructures,CIVIL,36
4263,2015-2016,Global business environment,FIN,23
4264,2015-2016,Graph theory,MATH,53
4265,2015-2016,Géologie de la construction et de l'environnement,CIVIL,52
4266,2015-2016,HF and VHF circuits and techniques I,EE,65
4267,2015-2016,HF and VHF circuits and techniques II,EE,5
4268,2015-2016,Habitat et développement urbain,AR,25
4269,2015-2016,Haptic human robot interfaces,MICRO,17
4270,2015-2016,Hardware systems modeling,EE,36
4271,2015-2016,Hardware systems modeling I,EE,19
4272,2015-2016,Hardware systems modeling II,EE,18
4273,2015-2016,Harmonic analysis,MATH,10
4274,2015-2016,Heat and mass transfer,ME,115
4275,2015-2016,Histoire de l'habitation,AR,50
4276,2015-2016,Histoire du béton,AR,21
4277,2015-2016,Human computer interaction,CS,40
4278,2015-2016,Hydraulic turbomachines,ME,39
4279,2015-2016,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,33
4280,2015-2016,Hydrodynamics,ME,43
4281,2015-2016,Hydrodynamique acoustique,ME,19
4282,2015-2016,Hydrogeophysics,ENV,20
4283,2015-2016,Hydrologie urbaine,ENV,27
4284,2015-2016,Hydropower plants: generating and pumping units,EE,32
4285,2015-2016,Image analysis and pattern recognition,EE,18
4286,2015-2016,Image and video processing,EE,26
4287,2015-2016,Image communication,EE,10
4288,2015-2016,Image processing I,MICRO,98
4289,2015-2016,Image processing II,MICRO,10
4290,2015-2016,Imaging optics,MICRO,3
4291,2015-2016,Immunology (advanced topics),BIO,3
4292,2015-2016,In silico neuroscience,BIOENG,12
4293,2015-2016,Industrial automation,CS,33
4294,2015-2016,Industrial electronics I,EE,29
4295,2015-2016,Industrial electronics II,EE,15
4296,2015-2016,Industrialisation,MICRO,64
4297,2015-2016,"Industry dynamics, models & trends",MGT,43
4298,2015-2016,Infection biology,BIO,2
4299,2015-2016,Information technology and e-business strategy,MGT,2
4300,2015-2016,Information theory and coding,COM,45
4301,2015-2016,Information: strategy & economics,MGT,7
4302,2015-2016,Innovation management,MGT,8
4303,2015-2016,Inorganic reactivity,CH,9
4304,2015-2016,Instability,ME,32
4305,2015-2016,Integrated circuits technology,EE,11
4306,2015-2016,Integrated optics,MICRO,3
4307,2015-2016,Intelligent agents,CS,83
4308,2015-2016,Introduction au droit et à l'éthique en STV,BIO,9
4309,2015-2016,Introduction au génie chimique II,ChE,43
4310,2015-2016,Introduction au génie chimique TP,ChE,41
4311,2015-2016,Introduction to algebraic geometry,MATH,4
4312,2015-2016,Introduction to cellular and molecular biotechnology,BIOENG,11
4313,2015-2016,Introduction to chemical engineering I,ChE,46
4314,2015-2016,Introduction to computer graphics,CS,84
4315,2015-2016,Introduction to crystal growth by epitaxy,MSE,17
4316,2015-2016,Introduction to database systems,CS,124
4317,2015-2016,Introduction to econometrics,MGT,18
4318,2015-2016,Introduction to electronic structure methods,CH,1
4319,2015-2016,Introduction to finance,FIN,25
4320,2015-2016,Introduction to medical radiation physics,PHYS,9
4321,2015-2016,Introduction to nanomaterials,MSE,8
4322,2015-2016,Introduction to natural language processing,CS,60
4323,2015-2016,Introduction to nuclear engineering,ME,23
4324,2015-2016,Introduction to particle accelerators,PHYS,11
4325,2015-2016,Introduction to planetary sciences,EE,2
4326,2015-2016,Introduction to the finite elements method,MATH,63
4327,2015-2016,Introduction à l'informatique visuelle,CS,143
4328,2015-2016,Introduction à la géométrie riemannienne,MATH,2
4329,2015-2016,Introduction à la physique des astroparticules,PHYS,2
4330,2015-2016,Investments,FIN,24
4331,2015-2016,L'ingénieur dans R&D industriels,MICRO,35
4332,2015-2016,La recherche dans tous ses états I,HUM,12
4333,2015-2016,Lab in EDA based design,EE,55
4334,2015-2016,Lab in electrical energy systems,EE,46
4335,2015-2016,Lab in microwaves,EE,3
4336,2015-2016,Lab in signal and image processing,EE,8
4337,2015-2016,Lab methods : animal experimentation,BIOENG,4
4338,2015-2016,Lab methods : biosafety,BIOENG,8
4339,2015-2016,Lab methods : flow cytometry,BIOENG,4
4340,2015-2016,Lab methods : histology,BIOENG,2
4341,2015-2016,Lab methods : proteomics,BIOENG,1
4342,2015-2016,Lab on app development for tablets and smartphones,EE,20
4343,2015-2016,Laboratory information management systems (LIMS),CH,5
4344,2015-2016,Laser microprocessing,MICRO,3
4345,2015-2016,Lasers and applications in chemistry,CH,1
4346,2015-2016,Lasers: theory and modern applications,MICRO,7
4347,2015-2016,Lattice models,MATH,8
4348,2015-2016,Leading and managing in a global context,MGT,5
4349,2015-2016,Les quatre éléments et l'architecture,AR,65
4350,2015-2016,Life cycle engineering of polymers,MSE,16
4351,2015-2016,Lifecycle economic and environmental performance of product systems,ME,24
4352,2015-2016,Limnology,ENV,11
4353,2015-2016,Linear PDE's,MATH,6
4354,2015-2016,Logistique et analyse de la demande,MGT,9
4355,2015-2016,Macrofinance,FIN,28
4356,2015-2016,Magma et principes,AR,45
4357,2015-2016,Management de projet et analyse du risque,MGT,15
4358,2015-2016,Martingales in financial mathematics,MATH,6
4359,2015-2016,Mass spectrometry,CH,17
4360,2015-2016,Materials science,MSE,12
4361,2015-2016,Materials selection,MSE,31
4362,2015-2016,Mathematical foundations of signal processing,COM,6
4363,2015-2016,Mathematical modelling of DNA,MATH,7
4364,2015-2016,Mathematical modelling of behavior,MATH,17
4365,2015-2016,Mathematics of data: from theory to computation,EE,42
4366,2015-2016,Matériaux et structures,CIVIL,37
4367,2015-2016,Matériaux pierreux et conservation du patrimoine bâti,MSE,10
4368,2015-2016,Mechanics of composites,ME,35
4369,2015-2016,Media security,EE,7
4370,2015-2016,Methodology in instrumental chromatography,CH,15
4371,2015-2016,Methods for rapid production and development,ME,28
4372,2015-2016,Metrology I,PHYS,57
4373,2015-2016,Metrology II,PHYS,55
4374,2015-2016,Micro and nanostructuration of materials,MSE,10
4375,2015-2016,Microelectronics,MICRO,9
4376,2015-2016,Microelectronics for systems on chips,CS,20
4377,2015-2016,Microstructures technology II,MICRO,9
4378,2015-2016,Microsystèmes et capteurs TP I,MICRO,9
4379,2015-2016,Microsystèmes et capteurs TP II,MICRO,9
4380,2015-2016,Microwaves,EE,22
4381,2015-2016,Mobile networks,COM,68
4382,2015-2016,Mobile robots,MICRO,54
4383,2015-2016,Model predictive control,ME,65
4384,2015-2016,Model-based system design,CS,15
4385,2015-2016,Modeling of emerging electron devices,EE,1
4386,2015-2016,Modelling and optimization of energy systems,ME,30
4387,2015-2016,"Modelling problem solving, computing and visualisation I",MSE,21
4388,2015-2016,"Modelling problem solving, computing and visualisation II",MSE,9
4389,2015-2016,Modèles stochastiques pour les communications,COM,49
4390,2015-2016,Modélisation des systèmes énergétiques,CIVIL,11
4391,2015-2016,Modélisation et représentation informatique I,AR,91
4392,2015-2016,Modélisation et représentation informatique II,AR,83
4393,2015-2016,Modélisation et simulation par éléments finis,ME,72
4394,2015-2016,Molecular endocrinology,BIO,3
4395,2015-2016,Multi-phase flow,ETH,6
4396,2015-2016,Multidisciplinary organization of medtechs/biotechs,BIO,12
4397,2015-2016,Multivariable control and coordination systems,EE,22
4398,2015-2016,Mécanique des structures (pour GM),ME,155
4399,2015-2016,Mécanique vibratoire,ME,94
4400,2015-2016,Méthodes de production,MICRO,71
4401,2015-2016,Nanobiotechnology and biophysics,CH,19
4402,2015-2016,Nanoelectronics,EE,55
4403,2015-2016,Nanotechnology,MICRO,5
4404,2015-2016,Negotiation techniques,MGT,5
4405,2015-2016,Networks out of control,COM,16
4406,2015-2016,Neurosciences I : molecular neuroscience and neurodegeneration,BIO,14
4407,2015-2016,Neurosciences II : cellular mechanisms of brain function,BIO,16
4408,2015-2016,Neurosciences III : behavioral and cognitive neuroscience,BIO,14
4409,2015-2016,Neutronics,PHYS,12
4410,2015-2016,New tools and research strategies in personalized medicine,BIO,1
4411,2015-2016,Nonlinear optics,PHYS,24
4412,2015-2016,Nuclear computations lab,ETH,9
4413,2015-2016,Nuclear energy systems,ETH,6
4414,2015-2016,Nuclear fuels and materials,ETH,6
4415,2015-2016,Nuclear fusion and plasma physics,PHYS,10
4416,2015-2016,Number theory in cryptography,MATH,4
4417,2015-2016,Numerical analysis and computational mathematics,MATH,9
4418,2015-2016,Numerical approximation of PDE's I,MATH,8
4419,2015-2016,Numerical flow simulation,ME,63
4420,2015-2016,Numerical integration of dynamical systems,MATH,22
4421,2015-2016,Numerical methods for conservation laws,MATH,8
4422,2015-2016,Numerical methods in biomechanics,ME,28
4423,2015-2016,Numerical methods in heat transfer,ME,41
4424,2015-2016,Nutrition: from molecules to health,BIO,1
4425,2015-2016,Ondes de crue et de rupture de barrage,CIVIL,8
4426,2015-2016,Operations: economics & strategy,MGT,3
4427,2015-2016,Optical detectors,MICRO,58
4428,2015-2016,Optics laboratories,MICRO,3
4429,2015-2016,Optimal decision making,MGT,25
4430,2015-2016,Optique II,PHYS,1
4431,2015-2016,Optique III,PHYS,3
4432,2015-2016,Opto- and macroelectronic materials,MICRO,4
4433,2015-2016,"Organic electronic materials - synthesis, applications, properties",MSE,12
4434,2015-2016,Organic semiconductors,MSE,11
4435,2015-2016,"Organisation, économie et droit de la construction I",ENG,79
4436,2015-2016,"Organisation, économie et droit de la construction II",ENG,17
4437,2015-2016,Organizational behavior,MGT,4
4438,2015-2016,Ouvrages hydrauliques et aménagements hydroélectriques,CIVIL,118
4439,2015-2016,Particle detection,PHYS,2
4440,2015-2016,Particle-based methods,ME,18
4441,2015-2016,Particules élémentaires I,PHYS,4
4442,2015-2016,Particules élémentaires II,PHYS,3
4443,2015-2016,Pattern classification and machine learning,CS,133
4444,2015-2016,Personal interaction studio,CS,7
4445,2015-2016,Pharmaceutical biotechnology,ChE,11
4446,2015-2016,Pharmacological chemistry,CH,13
4447,2015-2016,Pharmacology and pharmacokinetics,BIO,5
4448,2015-2016,Photochemistry II,CH,6
4449,2015-2016,Photomedicine,CH,1
4450,2015-2016,Photonic systems and technology,EE,15
4451,2015-2016,Physical and computational organic chemistry,CH,11
4452,2015-2016,Physical models for micro and nanosystems,EE,43
4453,2015-2016,"Physics of atoms, nuclei and elementary particles",PHYS,3
4454,2015-2016,Physics of materials,PHYS,5
4455,2015-2016,Physics of photonic semiconductor devices,PHYS,9
4456,2015-2016,Physiologie par systèmes I,BIO,122
4457,2015-2016,Physique des nouveaux matériaux,PHYS,6
4458,2015-2016,Physique du solide III,PHYS,9
4459,2015-2016,Physique moléculaire,CH,1
4460,2015-2016,Planification intégrée des infrastructures d'énergie,CIVIL,21
4461,2015-2016,Plasma physics II,PHYS,10
4462,2015-2016,Plasma physics III,PHYS,4
4463,2015-2016,Polymer chemistry and macromolecular engineering,MSE,15
4464,2015-2016,Polymer morphological characterization techniques,MSE,16
4465,2015-2016,Polymer physical chemistry and materials properties,MSE,22
4466,2015-2016,Ponts en béton,CIVIL,37
4467,2015-2016,Powder technology,MSE,16
4468,2015-2016,Power system restructuring and deregulation,EE,26
4469,2015-2016,Power systems dynamics,EE,25
4470,2015-2016,Practical business law,MGT,3
4471,2015-2016,Presentation skills,MGT,5
4472,2015-2016,Principles and applications of systems biology,ChE,19
4473,2015-2016,Principles of computer systems,CS,14
4474,2015-2016,Principles of finance,MGT,14
4475,2015-2016,Principles of microeconomics,MGT,28
4476,2015-2016,Probabilistic methods,MATH,10
4477,2015-2016,Probability theory,MATH,6
4478,2015-2016,Process development I,ChE,13
4479,2015-2016,Process development II,ChE,13
4480,2015-2016,Process development project,ChE,13
4481,2015-2016,Production management,ME,43
4482,2015-2016,Program parallelization on PC clusters,CS,19
4483,2015-2016,Programming concepts in scientific computing,MATH,14
4484,2015-2016,Projets métaphoriques d'Archizoom à Koolhaas,AR,57
4485,2015-2016,Propagation of acoustic waves,EE,4
4486,2015-2016,Propagation of electromagnetic waves,EE,2
4487,2015-2016,Properties of semiconductors and related nanostructures,MSE,20
4488,2015-2016,Quantitative methods in finance,FIN,27
4489,2015-2016,Quantitative risk management,FIN,24
4490,2015-2016,Quantitative risk management,MATH,24
4491,2015-2016,Quantitative systems modeling techniques,MGT,6
4492,2015-2016,Quantum electrodynamics and quantum optics,PHYS,12
4493,2015-2016,Quantum optics and quantum information,PHYS,8
4494,2015-2016,Quantum physics III,PHYS,8
4495,2015-2016,Quantum physics IV,PHYS,8
4496,2015-2016,Radiation protection & radiation applications,PHYS,15
