,course_name,year,semester,nr_students
11111,Network Calculus,2005-2006,edoc,2
11112,Network Coding and Information Flow,2006-2007,edoc,8
11113,Network Coding and Information Flow,2010-2011,edoc,5
11114,Network analytics,2017-2018,Master semestre 1,3
11115,Network analytics,2018-2019,Master semestre 2,19
11116,Network analytics,2019-2020,Master semestre 2,18
11117,Network security,2008-2009,Bachelor semestre 5,75
11118,Networked control systems,2017-2018,Master semestre 1,55
11119,Networked control systems,2018-2019,Master semestre 1,73
11120,Networked control systems,2019-2020,Master semestre 1,68
11121,Networks out of control,2013-2014,Master semestre 2,10
11122,Networks out of control,2013-2014,Master semestre 4,5
11123,Networks out of control,2015-2016,Master semestre 2,16
11124,Networks out of control,2017-2018,Master semestre 2,13
11125,Networks out of control,2019-2020,Master semestre 2,12
11126,Neural networks and biological modeling,2004-2005,Bachelor semestre 6,8
11127,Neural networks and biological modeling,2004-2005,Master semestre 2,60
11128,Neural networks and biological modeling,2004-2005,edoc,1
11129,Neural networks and biological modeling,2005-2006,Master semestre 2,51
11130,Neural networks and biological modeling,2006-2007,Master semestre 2,23
11131,Neural networks and biological modeling,2007-2008,Master semestre 2,28
11132,Neural networks and biological modeling,2007-2008,Master semestre 4,1
11133,Neural networks and biological modeling,2008-2009,Master semestre 2,34
11134,Neural networks and biological modeling,2008-2009,Master semestre 4,4
11135,Neural networks and biological modeling,2009-2010,Master semestre 2,16
11136,Neural networks and biological modeling,2010-2011,Master semestre 2,26
11137,Neural networks and biological modeling,2010-2011,Master semestre 4,1
11138,Neural networks and biological modeling,2011-2012,Master semestre 2,27
11139,Neural networks and biological modeling,2011-2012,Master semestre 4,2
11140,Neural networks and biological modeling,2011-2012,Semestre printemps,1
11141,Neuroeconomics,2008-2009,edoc,6
11142,Neuroengineering of vision,2018-2019,Master semestre 1,2
11143,Neuroengineering of vision,2019-2020,Master semestre 1,22
11144,Neurophysiologie,2006-2007,Bachelor semestre 5,79
11145,Neurophysiologie,2006-2007,Master semestre 1,1
11146,Neurophysiologie,2007-2008,Bachelor semestre 5,62
11147,Neurophysiologie,2008-2009,Bachelor semestre 5,62
11148,Neurophysiologie,2009-2010,Bachelor semestre 5,65
11149,Neurophysiologie,2009-2010,Semestre automne,3
11150,Neuroprosthetics,2012-2013,Master semestre 1,5
11151,Neuroprosthetics,2012-2013,Semestre automne,1
11152,Neuroscience II: cellular mechanisms ,2018-2019,Master semestre 1,38
11153,Neuroscience II: cellular mechanisms ,2018-2019,edoc,1
11154,Neuroscience III: behavior & cognition,2018-2019,Master semestre 2,31
11155,Neuroscience for engineers,2010-2011,Bachelor semestre 6,69
11156,Neuroscience for engineers,2011-2012,Bachelor semestre 6,61
11157,Neuroscience for engineers,2012-2013,Bachelor semestre 6,60
11158,Neuroscience for engineers,2013-2014,Bachelor semestre 6,35
11159,Neuroscience for engineers,2014-2015,Bachelor semestre 6,57
11160,Neuroscience for engineers,2015-2016,Bachelor semestre 6,101
11161,Neuroscience for engineers,2016-2017,Bachelor semestre 6,63
11162,Neuroscience for engineers,2017-2018,Bachelor semestre 6,67
11163,Neuroscience for engineers,2018-2019,Bachelor semestre 6,47
11164,Neuroscience for engineers,2019-2020,Bachelor semestre 6,52
11165,Neuroscience: behavior and cognition,2019-2020,Master semestre 2,31
11166,Neuroscience: cellular and circuit mechanisms,2019-2020,Master semestre 1,51
11167,Neuroscience: cellular and circuit mechanisms,2019-2020,Semestre automne,2
11168,Neuroscience: cellular and circuit mechanisms,2019-2020,edoc,3
11169,Neuroscience: from molecular mechanisms to disease,2018-2019,Master semestre 1,44
11170,Neuroscience: from molecular mechanisms to disease,2019-2020,Master semestre 1,55
11171,Neurosciences I : molecular neuroscience and neurodegeneration,2009-2010,Master semestre 1,1
11172,Neurosciences I : molecular neuroscience and neurodegeneration,2010-2011,Master semestre 1,7
11173,Neurosciences I : molecular neuroscience and neurodegeneration,2011-2012,Master semestre 1,8
11174,Neurosciences I : molecular neuroscience and neurodegeneration,2011-2012,edoc,1
11175,Neurosciences I : molecular neuroscience and neurodegeneration,2012-2013,Master semestre 1,4
11176,Neurosciences I : molecular neuroscience and neurodegeneration,2012-2013,edoc,2
11177,Neurosciences I : molecular neuroscience and neurodegeneration,2013-2014,Master semestre 1,7
11178,Neurosciences I : molecular neuroscience and neurodegeneration,2014-2015,Master semestre 1,12
11179,Neurosciences I : molecular neuroscience and neurodegeneration,2015-2016,Master semestre 1,14
11180,Neurosciences I : molecular neuroscience and neurodegeneration,2016-2017,Master semestre 1,13
11181,Neurosciences I : molecular neuroscience and neurodegeneration,2017-2018,Master semestre 1,16
11182,Neurosciences I : molecular neuroscience and neurodegeneration,2017-2018,Semestre automne,1
11183,Neurosciences II : cellular mechanisms of brain function,2014-2015,Master semestre 1,19
11184,Neurosciences II : cellular mechanisms of brain function,2014-2015,Semestre automne,1
11185,Neurosciences II : cellular mechanisms of brain function,2015-2016,Master semestre 1,15
11186,Neurosciences II : cellular mechanisms of brain function,2015-2016,edoc,1
11187,Neurosciences II : cellular mechanisms of brain function,2016-2017,Master semestre 1,10
11188,Neurosciences II : cellular mechanisms of brain function,2016-2017,edoc,1
11189,Neurosciences II : cellular mechanisms of brain function,2017-2018,Master semestre 1,15
11190,Neurosciences II : cellular mechanisms of brain function,2017-2018,Semestre automne,1
11191,Neurosciences II : cellular mechanisms of brain function,2017-2018,edoc,1
11192,Neurosciences II : cellular neuroscience and networks,2009-2010,Master semestre 2,3
11193,Neurosciences II : cellular neuroscience and networks,2010-2011,Master semestre 1,9
11194,Neurosciences II : cellular neuroscience and networks,2011-2012,Master semestre 1,6
11195,Neurosciences II : cellular neuroscience and networks,2011-2012,edoc,4
11196,Neurosciences II : cellular neuroscience and networks,2012-2013,Master semestre 1,7
11197,Neurosciences II : cellular neuroscience and networks,2012-2013,Semestre automne,1
11198,Neurosciences II : cellular neuroscience and networks,2012-2013,edoc,6
11199,Neurosciences II : cellular neuroscience and networks,2013-2014,Master semestre 1,9
11200,Neurosciences II : cellular neuroscience and networks,2013-2014,edoc,5
11201,Neurosciences III : behavioral and cognitive neuroscience,2009-2010,Master semestre 1,1
11202,Neurosciences III : behavioral and cognitive neuroscience,2010-2011,Master semestre 2,6
11203,Neurosciences III : behavioral and cognitive neuroscience,2011-2012,Master semestre 2,10
11204,Neurosciences III : behavioral and cognitive neuroscience,2011-2012,edoc,1
11205,Neurosciences III : behavioral and cognitive neuroscience,2012-2013,Master semestre 2,6
11206,Neurosciences III : behavioral and cognitive neuroscience,2013-2014,Master semestre 4,9
11207,Neurosciences III : behavioral and cognitive neuroscience,2013-2014,edoc,3
11208,Neurosciences III : behavioral and cognitive neuroscience,2014-2015,Master semestre 2,11
11209,Neurosciences III : behavioral and cognitive neuroscience,2014-2015,edoc,3
11210,Neurosciences III : behavioral and cognitive neuroscience,2015-2016,Master semestre 2,13
11211,Neurosciences III : behavioral and cognitive neuroscience,2015-2016,edoc,1
11212,Neurosciences III : behavioral and cognitive neuroscience,2016-2017,Master semestre 2,10
11213,Neurosciences III : behavioral and cognitive neuroscience,2016-2017,edoc,1
11214,Neurosciences III : behavioral and cognitive neuroscience,2017-2018,Master semestre 2,10
11215,Neurosciences III : behavioral and cognitive neuroscience,2017-2018,Semestre printemps,1
11216,Neutronics,2008-2009,Master semestre 1,28
11217,Neutronics,2009-2010,Master semestre 1,15
11218,Neutronics,2010-2011,Master semestre 1,17
11219,Neutronics,2011-2012,Master semestre 1,19
11220,Neutronics,2012-2013,Master semestre 1,12
11221,Neutronics,2013-2014,Master semestre 1,16
11222,Neutronics,2014-2015,Master semestre 1,20
11223,Neutronics,2015-2016,Master semestre 1,12
11224,Neutronics,2016-2017,Master semestre 1,11
11225,Neutronics,2017-2018,Master semestre 1,15
11226,Neutronics,2018-2019,Master semestre 1,11
11227,New tools & research strategies in personalized health,2017-2018,Master semestre 2,9
11228,New tools & research strategies in personalized health,2018-2019,Master semestre 2,20
11229,New tools & research strategies in personalized health,2019-2020,Master semestre 2,21
11230,New tools and research strategies in personalized medicine,2012-2013,Master semestre 2,4
11231,New tools and research strategies in personalized medicine,2013-2014,Master semestre 4,7
11232,New tools and research strategies in personalized medicine,2015-2016,Master semestre 2,1
11233,New tools and research strategies in personalized medicine,2016-2017,Master semestre 2,5
11234,Non-Market competition and risk governance,2018-2019,Master semestre 2,1
11235,Non-destructive evaluation methods,2005-2006,edoc,22
11236,Non-destructive evaluation methods,2006-2007,edoc,14
11237,Non-destructive evaluation methods,2007-2008,edoc,5
11238,Non-destructive evaluation methods,2008-2009,edoc,12
11239,Non-destructive evaluation methods,2009-2010,edoc,9
11240,Non-destructive evaluation methods,2010-2011,edoc,11
11241,Non-destructive evaluation methods,2011-2012,edoc,8
11242,Non-destructive evaluation methods,2012-2013,edoc,7
11243,Non-destructive evaluation methods,2014-2015,edoc,10
11244,Non-destructive evaluation methods,2015-2016,edoc,5
11245,Non-destructive evaluation methods,2016-2017,edoc,9
11246,Non-destructive evaluation methods,2017-2018,edoc,3
11247,Non-destructive evaluation methods,2018-2019,edoc,7
11248,Nonequilibrium Statistical Physics of Nanoscale Systems (2019),2018-2019,edoc,11
11249,Nonlinear Finite Element Analysis,2013-2014,edoc,9
11250,Nonlinear analysis of structures,2016-2017,Master semestre 1,29
11251,Nonlinear analysis of structures,2017-2018,Master semestre 1,21
11252,Nonlinear analysis of structures,2019-2020,Master semestre 1,18
11253,"Nonlinear dynamics, chaos and complex systems",2018-2019,Master semestre 1,7
11254,"Nonlinear dynamics, chaos and complex systems",2019-2020,Master semestre 1,15
11255,Nonlinear optics,2009-2010,edoc,9
11256,Nonlinear optics,2012-2013,edoc,5
11257,Nonlinear optics,2015-2016,edoc,24
11258,Nonlinear optics,2017-2018,edoc,9
11259,Nonlinear optics,2018-2019,Master semestre 1,4
11260,Nonlinear optics,2018-2019,edoc,4
11261,Nonlinear optics,2019-2020,Master semestre 1,3
11262,Nonlinear optics,2019-2020,edoc,1
11263,Nonlinear signal modeling and prediction,2009-2010,edoc,1
11264,Nonlinear signal modeling and prediction,2013-2014,edoc,3
11265,Nonlinear signal modeling and prediction,2015-2016,edoc,2
11266,Novel spectroscopic methods in chemistry,2007-2008,Master semestre 2,1
11267,Novel spectroscopic methods in chemistry,2008-2009,Master semestre 2,1
11268,Novel spectroscopic methods in chemistry,2009-2010,Master semestre 2,2
11269,Nuclear computations lab,2011-2012,Master semestre 3,13
11270,Nuclear computations lab,2012-2013,Master semestre 3,5
11271,Nuclear computations lab,2013-2014,Master semestre 3,5
11272,Nuclear computations lab,2014-2015,Master semestre 3,7
11273,Nuclear computations lab,2015-2016,Master semestre 3,9
11274,Nuclear computations lab,2016-2017,Master semestre 3,5
11275,Nuclear computations lab,2017-2018,Master semestre 3,3
11276,Nuclear computations lab,2018-2019,Master semestre 3,2
11277,Nuclear computations lab,2019-2020,Master semestre 3,1
11278,Nuclear energy systems,2014-2015,Master semestre 2,8
11279,Nuclear energy systems,2015-2016,Master semestre 2,6
11280,Nuclear energy systems,2017-2018,Master semestre 2,2
11281,Nuclear energy systems,2018-2019,Master semestre 2,3
11282,Nuclear energy systems,2019-2020,Master semestre 2,8
11283,Nuclear fuels and materials,2008-2009,Master semestre 1,10
11284,Nuclear fuels and materials,2009-2010,Master semestre 1,14
11285,Nuclear fuels and materials,2013-2014,Master semestre 2,8
11286,Nuclear fuels and materials,2014-2015,Master semestre 2,8
11287,Nuclear fuels and materials,2015-2016,Master semestre 2,6
11288,Nuclear fuels and materials,2019-2020,Master semestre 2,8
11289,Nuclear fusion and plasma physics,2008-2009,Master semestre 1,7
11290,Nuclear fusion and plasma physics,2009-2010,Master semestre 1,8
11291,Nuclear fusion and plasma physics,2010-2011,Master semestre 1,9
11292,Nuclear fusion and plasma physics,2011-2012,Master semestre 1,15
11293,Nuclear fusion and plasma physics,2012-2013,Master semestre 1,10
11294,Nuclear fusion and plasma physics,2013-2014,Master semestre 1,16
11295,Nuclear fusion and plasma physics,2014-2015,Master semestre 1,17
11296,Nuclear fusion and plasma physics,2015-2016,Master semestre 1,10
11297,Nuclear fusion and plasma physics,2016-2017,Master semestre 1,16
11298,Nuclear fusion and plasma physics,2017-2018,Master semestre 1,17
11299,Nuclear fusion and plasma physics,2017-2018,Semestre automne,5
11300,Nuclear fusion and plasma physics,2018-2019,Master semestre 1,13
11301,Nuclear fusion and plasma physics,2018-2019,Semestre automne,9
11302,Nuclear fusion and plasma physics,2019-2020,Master semestre 1,22
11303,Nuclear fusion and plasma physics,2019-2020,Semestre automne,5
11304,Nuclear magnetic resonance,2013-2014,Master semestre 1,4
11305,Nuclear magnetic resonance,2018-2019,Bachelor semestre 5,1
11306,Nuclear materials,2017-2018,Master semestre 2,2
11307,Nuclear materials,2018-2019,Master semestre 2,3
11308,Number theory in cryptography,2015-2016,Master semestre 2,4
11309,Number theory in cryptography,2017-2018,Master semestre 2,11
11310,Number theory in cryptography,2017-2018,Master semestre 4,1
11311,Number theory in cryptography,2019-2020,Master semestre 2,6
11312,Number theory in cryptography,2019-2020,Master semestre 4,2
11313,Numerical analysis,2011-2012,Bachelor semestre 5,126
11314,Numerical analysis,2012-2013,Bachelor semestre 5,106
11315,Numerical analysis,2013-2014,Bachelor semestre 5,131
11316,Numerical analysis,2014-2015,Bachelor semestre 5,152
11317,Numerical analysis,2018-2019,Bachelor semestre 5,97
11318,Numerical analysis,2019-2020,Bachelor semestre 5,84
11319,Numerical analysis,2019-2020,Semestre automne,3
11320,Numerical analysis and computational mathematics,2010-2011,Master semestre 1,4
11321,Numerical analysis and computational mathematics,2011-2012,Master semestre 1,10
11322,Numerical analysis and computational mathematics,2012-2013,Master semestre 1,8
11323,Numerical analysis and computational mathematics,2013-2014,Master semestre 1,7
11324,Numerical analysis and computational mathematics,2014-2015,Master semestre 1,3
11325,Numerical analysis and computational mathematics,2015-2016,Master semestre 1,9
11326,Numerical analysis and computational mathematics,2016-2017,Master semestre 1,10
11327,Numerical analysis and computational mathematics,2017-2018,Master semestre 1,7
11328,Numerical analysis and computational mathematics,2018-2019,Master semestre 1,9
11329,Numerical analysis and computational mathematics,2019-2020,Master semestre 1,7
11330,Numerical approximation of PDE's I,2012-2013,Master semestre 1,5
11331,Numerical approximation of PDE's I,2013-2014,Master semestre 1,7
11332,Numerical approximation of PDE's I,2014-2015,Master semestre 1,17
11333,Numerical approximation of PDE's I,2015-2016,Master semestre 1,8
11334,Numerical approximation of PDE's I,2016-2017,Master semestre 1,9
11335,Numerical approximation of PDE's I,2017-2018,Bachelor semestre 6,17
11336,Numerical approximation of PDE's I,2017-2018,Master semestre 2,1
11337,Numerical approximation of PDE's I,2017-2018,Master semestre 4,7
11338,Numerical approximation of PDE's I,2018-2019,Bachelor semestre 6,4
11339,Numerical approximation of PDE's I,2018-2019,Master semestre 2,6
11340,Numerical approximation of PDEs,2008-2009,Master semestre 2,14
11341,Numerical approximation of PDEs,2009-2010,Master semestre 2,13
11342,Numerical approximation of PDEs,2010-2011,Master semestre 2,2
11343,Numerical approximation of PDEs,2011-2012,Master semestre 2,7
11344,Numerical approximation of PDEs,2019-2020,Bachelor semestre 6,16
11345,Numerical approximation of PDEs,2019-2020,Master semestre 2,7
11346,Numerical flow modelling,2004-2005,Master semestre 1,20
11347,Numerical flow modelling,2005-2006,Master semestre 1,21
11348,Numerical flow modelling,2006-2007,Master semestre 1,17
11349,Numerical flow modelling,2007-2008,Master semestre 1,21
11350,Numerical flow modelling,2008-2009,Master semestre 1,27
11351,Numerical flow simulation,2009-2010,Master semestre 1,25
11352,Numerical flow simulation,2010-2011,Master semestre 1,26
11353,Numerical flow simulation,2011-2012,Master semestre 1,29
11354,Numerical flow simulation,2012-2013,Master semestre 1,51
11355,Numerical flow simulation,2013-2014,Master semestre 1,52
11356,Numerical flow simulation,2013-2014,Master semestre 3,3
11357,Numerical flow simulation,2014-2015,Master semestre 1,50
11358,Numerical flow simulation,2015-2016,Master semestre 1,63
11359,Numerical flow simulation,2016-2017,Master semestre 1,56
11360,Numerical flow simulation,2017-2018,Master semestre 1,51
11361,Numerical flow simulation,2018-2019,Master semestre 1,56
11362,Numerical flow simulation,2019-2020,Master semestre 1,67
11363,Numerical integration  of stochastic differential equations,2014-2015,Master semestre 2,8
11364,Numerical integration  of stochastic differential equations,2015-2016,Master semestre 2,15
11365,Numerical integration  of stochastic differential equations,2017-2018,Master semestre 2,3
11366,Numerical integration  of stochastic differential equations,2017-2018,Master semestre 4,8
11367,Numerical integration  of stochastic differential equations,2018-2019,Master semestre 2,9
11368,Numerical integration  of stochastic differential equations,2019-2020,Master semestre 2,10
11369,Numerical integration of dynamical systems,2009-2010,Master semestre 1,9
11370,Numerical integration of dynamical systems,2010-2011,Master semestre 1,1
11371,Numerical integration of dynamical systems,2010-2011,Master semestre 3,1
11372,Numerical integration of dynamical systems,2011-2012,Master semestre 1,7
11373,Numerical integration of dynamical systems,2012-2013,Master semestre 1,8
11374,Numerical integration of dynamical systems,2013-2014,Master semestre 1,6
11375,Numerical integration of dynamical systems,2014-2015,Master semestre 1,9
11376,Numerical integration of dynamical systems,2015-2016,Master semestre 1,22
11377,Numerical methods for conservation laws,2013-2014,Master semestre 1,2
11378,Numerical methods for conservation laws,2014-2015,Master semestre 1,9
11379,Numerical methods for conservation laws,2015-2016,Master semestre 1,8
11380,Numerical methods for conservation laws,2017-2018,Master semestre 1,12
11381,Numerical methods for conservation laws,2018-2019,Master semestre 1,7
11382,Numerical methods for conservation laws,2019-2020,Master semestre 1,6
11383,Numerical methods for saddle point problems,2017-2018,Master semestre 2,2
11384,Numerical methods for saddle point problems,2017-2018,Master semestre 4,3
11385,Numerical methods for saddle point problems,2018-2019,Master semestre 2,4
11386,Numerical methods for visual computing,2016-2017,Bachelor semestre 5,121
11387,Numerical methods for visual computing,2017-2018,Bachelor semestre 5,78
11388,Numerical methods for visual computing,2018-2019,Bachelor semestre 5,83
11389,Numerical methods in biomechanics,2011-2012,Master semestre 2,9
11390,Numerical methods in biomechanics,2012-2013,Master semestre 2,4
11391,Numerical methods in biomechanics,2013-2014,Master semestre 4,10
11392,Numerical methods in biomechanics,2014-2015,Master semestre 2,15
11393,Numerical methods in biomechanics,2015-2016,Master semestre 2,28
11394,Numerical methods in biomechanics,2016-2017,Master semestre 2,12
11395,Numerical methods in biomechanics,2017-2018,Master semestre 2,17
11396,Numerical methods in biomechanics,2018-2019,Master semestre 2,28
11397,Numerical methods in biomechanics,2019-2020,Master semestre 2,22
11398,Numerical methods in chemistry,2014-2015,Bachelor semestre 3,46
11399,Numerical methods in chemistry,2015-2016,Bachelor semestre 3,41
11400,Numerical methods in chemistry,2015-2016,Semestre automne,3
11401,Numerical methods in chemistry,2016-2017,Bachelor semestre 3,59
11402,Numerical methods in chemistry,2017-2018,Bachelor semestre 3,44
11403,Numerical methods in chemistry,2017-2018,Semestre automne,1
11404,Numerical methods in chemistry,2018-2019,Bachelor semestre 4,52
11405,Numerical methods in heat transfer,2009-2010,Master semestre 2,10
11406,Numerical methods in heat transfer,2010-2011,Master semestre 2,21
11407,Numerical methods in heat transfer,2011-2012,Master semestre 2,31
11408,Numerical methods in heat transfer,2012-2013,Master semestre 2,34
11409,Numerical methods in heat transfer,2013-2014,Master semestre 2,5
11410,Numerical methods in heat transfer,2013-2014,Master semestre 4,38
11411,Numerical methods in heat transfer,2014-2015,Master semestre 2,44
11412,Numerical methods in heat transfer,2015-2016,Master semestre 2,41
11413,Numerical methods in heat transfer,2016-2017,Master semestre 2,68
11414,Numerical methods in thermal sciences,2008-2009,Master semestre 2,6
11415,Nutrition: from molecules to health,2014-2015,Master semestre 2,5
11416,Nutrition: from molecules to health,2015-2016,Master semestre 2,1
11417,Nutrition: from molecules to health,2016-2017,Master semestre 2,2
11418,Nutrition: from molecules to health,2017-2018,Master semestre 2,2
11419,Nutrition: from molecules to health,2018-2019,Master semestre 2,15
11420,Nutrition: from molecules to health,2019-2020,Master semestre 2,13
11421,Ondes de crue et de rupture de barrage,2008-2009,Master semestre 2,7
11422,Ondes de crue et de rupture de barrage,2009-2010,Master semestre 2,6
11423,Ondes de crue et de rupture de barrage,2011-2012,Master semestre 2,6
11424,Ondes de crue et de rupture de barrage,2012-2013,Master semestre 2,7
11425,Ondes de crue et de rupture de barrage,2013-2014,Master semestre 4,11
11426,Ondes de crue et de rupture de barrage,2014-2015,Master semestre 2,9
11427,Ondes de crue et de rupture de barrage,2015-2016,Master semestre 2,8
11428,Ondes de crue et de rupture de barrage,2016-2017,Master semestre 2,7
11429,Ondes de crue et de rupture de barrage,2017-2018,Master semestre 2,9
11430,Ondes de crue et de rupture de barrage,2019-2020,Master semestre 2,5
11431,Operating systems,2007-2008,Bachelor semestre 6,43
11432,Operating systems,2008-2009,Bachelor semestre 6,34
11433,Operating systems,2009-2010,Bachelor semestre 6,49
11434,Operating systems,2010-2011,Bachelor semestre 6,44
11435,Operating systems,2011-2012,Bachelor semestre 6,37
11436,Operating systems,2012-2013,Bachelor semestre 6,71
11437,Operating systems,2013-2014,Bachelor semestre 6,62
11438,Operating systems,2014-2015,Bachelor semestre 6,94
11439,Operating systems,2015-2016,Bachelor semestre 6,75
11440,Operating systems,2015-2016,Semestre printemps,3
11441,Operating systems implementation,2016-2017,Bachelor semestre 6,41
11442,Operating systems implementation,2017-2018,Bachelor semestre 6,29
11443,Operations: economics & strategy,2012-2013,Master semestre 1,10
11444,Operations: economics & strategy,2013-2014,Master semestre 1,9
11445,Operations: economics & strategy,2013-2014,Semestre automne,2
11446,Operations: economics & strategy,2014-2015,Master semestre 1,8
11447,Operations: economics & strategy,2014-2015,Semestre automne,2
11448,Operations: economics & strategy,2015-2016,Master semestre 1,3
11449,Operations: economics & strategy,2016-2017,Master semestre 1,9
11450,Operations: economics & strategy,2016-2017,Semestre automne,1
11451,Operations: economics & strategy,2017-2018,Master semestre 1,5
11452,Operations: economics & strategy,2018-2019,Master semestre 1,13
11453,Operations: economics & strategy,2019-2020,Master semestre 1,7
11454,Operations: economics & strategy,2019-2020,Semestre automne,1
11455,Optical MEMS and micro-optics,2005-2006,edoc,14
11456,Optical MEMS and micro-optics,2006-2007,edoc,9
11457,Optical MEMS and micro-optics,2007-2008,edoc,1
11458,Optical MEMS and micro-optics,2008-2009,edoc,10
11459,Optical MEMS and micro-optics,2009-2010,edoc,5
11460,Optical MEMS and micro-optics,2010-2011,edoc,2
11461,Optical MEMS and micro-optics,2013-2014,edoc,8
11462,Optical MEMS and micro-optics,2014-2015,edoc,9
11463,Optical MEMS and micro-optics,2015-2016,edoc,7
11464,Optical MEMS and micro-optics,2018-2019,edoc,10
11465,Optical MEMS and micro-optics,2019-2020,edoc,3
11466,Optical and microwave transmission,2004-2005,Master semestre 1,7
11467,Optical and microwave transmission,2004-2005,Master semestre 3,8
11468,Optical and microwave transmission,2005-2006,Master semestre 1,8
11469,Optical and microwave transmission,2006-2007,Master semestre 1,9
11470,Optical communications,2013-2014,Master semestre 1,3
11471,Optical communications,2014-2015,Master semestre 1,2
11472,Optical communications,2016-2017,Master semestre 1,5
11473,Optical communications,2017-2018,Master semestre 1,5
11474,Optical communications,2018-2019,Master semestre 1,8
11475,Optical communications,2019-2020,Master semestre 1,9
11476,Optical detectors,2014-2015,Master semestre 1,24
11477,Optical detectors,2015-2016,Master semestre 1,16
11478,Optical detectors,2015-2016,Master semestre 3,42
11479,Optical detectors,2016-2017,Master semestre 1,15
11480,Optical detectors,2016-2017,Master semestre 3,37
11481,Optical detectors,2017-2018,Master semestre 1,36
11482,Optical detectors,2017-2018,Master semestre 3,44
11483,Optical detectors,2018-2019,Master semestre 1,22
11484,Optical detectors,2018-2019,Master semestre 3,46
11485,Optical detectors,2019-2020,Master semestre 1,17
11486,Optical detectors,2019-2020,Master semestre 3,2
11487,Optical methods in chemistry,2019-2020,Master semestre 1,4
11488,Optical signal processing,2005-2006,Master semestre 2,19
11489,Optical signal processing,2006-2007,Master semestre 2,13
11490,Optical signal processing,2007-2008,Master semestre 2,25
11491,Optical signal processing,2008-2009,Master semestre 2,17
11492,Optical signal processing,2009-2010,Master semestre 2,29
11493,Optical signal processing,2010-2011,Master semestre 2,19
11494,Optical signal processing,2011-2012,Master semestre 2,22
11495,Optical waves propagation,2011-2012,Master semestre 1,8
11496,Optical waves propagation,2013-2014,Master semestre 1,11
11497,Optical waves propagation,2014-2015,Master semestre 1,5
11498,Optical waves propagation,2016-2017,Master semestre 1,1
11499,Optical waves propagation,2016-2017,edoc,4
11500,Optical waves propagation,2017-2018,Master semestre 1,11
11501,Optical waves propagation,2017-2018,edoc,1
11502,Optical waves propagation,2018-2019,Master semestre 1,8
11503,Optical waves propagation,2018-2019,edoc,3
11504,Optics I,2008-2009,Bachelor semestre 5,23
11505,Optics I,2010-2011,Bachelor semestre 5,29
11506,Optics I,2010-2011,Master semestre 1,2
11507,Optics I,2012-2013,Bachelor semestre 5,32
11508,Optics I,2015-2016,Bachelor semestre 6,24
11509,Optics I,2018-2019,Bachelor semestre 5,20
11510,Optics II,2008-2009,Bachelor semestre 6,11
11511,Optics II,2010-2011,Bachelor semestre 6,8
11512,Optics II,2012-2013,Bachelor semestre 6,10
11513,Optics II,2016-2017,Bachelor semestre 6,28
11514,Optics II,2018-2019,Bachelor semestre 6,4
11515,Optics III,2005-2006,Master semestre 1,7
11516,Optics III,2007-2008,Master semestre 1,17
11517,Optics III,2009-2010,Master semestre 1,2
11518,Optics III,2011-2012,Master semestre 1,1
11519,Optics III,2013-2014,Master semestre 1,3
11520,Optics III,2016-2017,Master semestre 1,2
11521,Optics laboratories,2014-2015,Master semestre 2,12
11522,Optics laboratories,2015-2016,Master semestre 2,3
11523,Optics laboratories I,2016-2017,Master semestre 2,6
11524,Optics laboratories I,2017-2018,Master semestre 2,18
11525,Optics laboratories I,2018-2019,Master semestre 2,5
11526,Optics laboratories I,2019-2020,Master semestre 2,11
11527,Optics laboratories II,2018-2019,Master semestre 1,5
11528,Optics laboratories II,2019-2020,Master semestre 1,4
11529,Optimal control,2005-2006,edoc,4
11530,Optimal control,2006-2007,edoc,10
11531,Optimal control,2008-2009,edoc,2
11532,Optimal decision analysis,2010-2011,Master semestre 2,6
11533,Optimal decision analysis,2010-2011,Semestre printemps,2
11534,Optimal decision analysis,2011-2012,Master semestre 2,17
11535,Optimal decision analysis,2012-2013,Master semestre 2,24
11536,Optimal decision analysis,2012-2013,Semestre printemps,1
11537,Optimal decision analysis,2013-2014,Master semestre 2,28
11538,Optimal decision analysis,2013-2014,Master semestre 4,6
11539,Optimal decision analysis,2013-2014,Semestre printemps,2
11540,Optimal decision analysis,2014-2015,Master semestre 2,31
11541,Optimal decision making,2015-2016,Master semestre 2,25
11542,Optimal decision making,2016-2017,Master semestre 2,20
11543,Optimal decision making,2016-2017,Semestre printemps,1
11544,Optimal decision making,2017-2018,Master semestre 1,32
11545,Optimal decision making,2018-2019,Master semestre 2,31
11546,Optimal decision making,2019-2020,Master semestre 2,21
11547,Optimal decision making,2019-2020,Semestre printemps,1
11548,Optimisation,2015-2016,Bachelor semestre 4,53
11549,Optimisation,2015-2016,Master semestre 2,1
11550,Optimisation I,2004-2005,Bachelor semestre 5,16
11551,Optimisation I,2004-2005,Master semestre 1,28
11552,Optimisation I,2005-2006,Bachelor semestre 5,95
11553,Optimisation I,2005-2006,Master semestre 1,7
11554,Optimisation I,2006-2007,Bachelor semestre 5,92
11555,Optimisation I,2006-2007,Master semestre 1,34
11556,Optimisation II,2004-2005,Bachelor semestre 6,17
11557,Optimisation II,2004-2005,Master semestre 2,30
11558,Optimisation II,2005-2006,Bachelor semestre 6,34
11559,Optimisation II,2006-2007,Bachelor semestre 6,55
11560,Optimisation II,2006-2007,Master semestre 2,25
