,course_name,year,semester,section,nr_students
1159,Architecture and existing buildings,2016-2017,Master semestre 2,Architecture,29
1160,Architecture autonome,2014-2015,Master semestre 2,Architecture,38
1161,Architecture autonome,2016-2017,Master semestre 2,Architecture,100
1162,Architecture autonome,2017-2018,Master semestre 4,Architecture,113
1163,Architecture autonome,2018-2019,Master semestre 2,Architecture,87
1164,Architecture et construction de la ville I,2004-2005,Master semestre 1,Architecture,35
1165,Architecture et construction de la ville I,2005-2006,Master semestre 1,Architecture,33
1166,Architecture et construction de la ville I,2005-2006,Master semestre 1,Sciences et ingénierie de l'environnement,4
1167,Architecture et construction de la ville I,2006-2007,Master semestre 1,Architecture,54
1168,Architecture et construction de la ville I,2007-2008,Master semestre 1,Architecture,65
1169,Architecture et construction de la ville I,2008-2009,Master semestre 1,Architecture,59
1170,Architecture et construction de la ville I,2008-2009,Semestre automne,Mineurs,1
1171,Architecture et construction de la ville I,2009-2010,Master semestre 1,Architecture,53
1172,Architecture et construction de la ville I,2009-2010,Semestre automne,Mineurs,2
1173,Architecture et construction de la ville I,2010-2011,Master semestre 1,Architecture,40
1174,Architecture et construction de la ville I,2011-2012,Master semestre 1,Architecture,62
1175,Architecture et construction de la ville I,2012-2013,Master semestre 1,Architecture,80
1176,Architecture et construction de la ville I,2013-2014,Master semestre 1,Architecture,89
1177,Architecture et construction de la ville I,2014-2015,Master semestre 1,Architecture,63
1178,Architecture et construction de la ville I,2015-2016,Master semestre 1,Architecture,77
1179,Architecture et construction de la ville I,2016-2017,Master semestre 1,Architecture,83
1180,Architecture et construction de la ville I,2017-2018,Master semestre 1,Architecture,98
1181,Architecture et construction de la ville I,2017-2018,Semestre automne,Mineur en Développement territorial et urbanisme,1
1182,Architecture et construction de la ville I,2018-2019,Master semestre 1,Architecture,90
1183,Architecture et construction de la ville I,2018-2019,Semestre automne,Mineur en Développement territorial et urbanisme,1
1184,Architecture et construction de la ville I,2019-2020,Master semestre 1,Architecture,32
1185,Architecture et construction de la ville II,2004-2005,Master semestre 2,Architecture,33
1186,Architecture et construction de la ville II,2005-2006,Master semestre 2,Architecture,33
1187,Architecture et construction de la ville II,2005-2006,Master semestre 2,Sciences et ingénierie de l'environnement,2
1188,Architecture et construction de la ville II,2006-2007,Master semestre 2,Architecture,45
1189,Architecture et construction de la ville II,2007-2008,Master semestre 2,Architecture,54
1190,Architecture et construction de la ville II,2008-2009,Master semestre 2,Architecture,52
1191,Architecture et construction de la ville II,2009-2010,Master semestre 2,Architecture,48
1192,Architecture et construction de la ville II,2009-2010,Semestre printemps,Mineurs,1
1193,Architecture et construction de la ville II,2010-2011,Master semestre 2,Architecture,27
1194,Architecture et construction de la ville II,2011-2012,Master semestre 2,Architecture,50
1195,Architecture et construction de la ville II,2012-2013,Master semestre 2,Architecture,48
1196,Architecture et construction de la ville II,2013-2014,Master semestre 2,Architecture,61
1197,Architecture et construction de la ville II,2014-2015,Master semestre 2,Architecture,58
1198,Architecture et construction de la ville II,2015-2016,Master semestre 2,Architecture,22
1199,Architecture et construction de la ville II,2015-2016,Semestre printemps,Mineur en Développement territorial et urbanisme,1
1200,Architecture et construction de la ville II,2016-2017,Master semestre 2,Architecture,71
1201,Architecture et construction de la ville II,2017-2018,Master semestre 4,Architecture,72
1202,Architecture et construction de la ville II,2018-2019,Master semestre 2,Architecture,51
1203,Architecture et construction de la ville II,2019-2020,Master semestre 2,Architecture,40
1204,Architecture et métropole I,2004-2005,Master semestre 1,Architecture,7
1205,Architecture et métropole II,2004-2005,Master semestre 2,Architecture,6
1206,Architecture et paysage,2005-2006,Master semestre 1,Architecture,6
1207,Architecture et paysage,2005-2006,Master semestre 1,Génie civil,3
1208,Architecture et paysage,2005-2006,Master semestre 1,Sciences et ingénierie de l'environnement,6
1209,Architecture et paysage,2006-2007,Master semestre 1,Architecture,30
1210,Architecture et paysage,2007-2008,Master semestre 1,Architecture,7
1211,Architecture et paysage,2008-2009,Master semestre 1,Architecture,19
1212,Architecture et paysage,2009-2010,Master semestre 1,Architecture,39
1213,Architecture et paysage,2009-2010,Semestre automne,Mineurs,1
1214,Architecture et énergie solaire,2018-2019,Master semestre 2,Architecture,23
1215,Architecture et énergie solaire,2019-2020,Master semestre 2,Architecture,26
1216,Architectures de systèmes de traitement de l'information,2004-2005,Master semestre 1,Génie électrique et électronique,23
1217,Architectures de systèmes de traitement de l'information,2005-2006,Master semestre 1,Génie électrique et électronique,17
1218,Architectures de systèmes de traitement de l'information,2006-2007,Master semestre 1,Génie électrique et électronique,10
1219,Architectures de systèmes de traitement de l'information,2007-2008,Master semestre 1,Génie électrique et électronique,19
1220,Architectures de systèmes de traitement de l'information,2008-2009,Master semestre 1,Génie électrique et électronique,3
1221,Architectures de systèmes de traitement de l'information,2009-2010,Master semestre 1,Génie électrique et électronique,12
1222,Arithmetic groups,2014-2015,Master semestre 1,Ingénierie mathématique,1
1223,Arithmetic groups,2014-2015,Master semestre 1,Mathématiques - master,3
1224,Arithmetic groups,2014-2015,Master semestre 1,Mathématiques pour l'enseignement,1
1225,Art et histoire des jardins,2007-2008,Master semestre 2,Architecture,21
1226,Art et histoire des jardins,2008-2009,Master semestre 2,Architecture,26
1227,Art et histoire des jardins,2009-2010,Master semestre 2,Architecture,56
1228,Art et histoire des jardins,2010-2011,Master semestre 2,Architecture,103
1229,Art et histoire des jardins,2011-2012,Master semestre 2,Architecture,72
1230,Art et histoire des jardins,2013-2014,Master semestre 1,Architecture,39
1231,Art et histoire des jardins,2014-2015,Master semestre 1,Architecture,14
1232,Art et histoire des jardins,2015-2016,Master semestre 1,Architecture,13
1233,Art et histoire des jardins,2017-2018,Master semestre 1,Architecture,26
1234,Art et histoire des jardins,2019-2020,Master semestre 2,Architecture,58
1235,Art et histoire des jardins I,2004-2005,Master semestre 1,Architecture,14
1236,Art et histoire des jardins I,2005-2006,Master semestre 1,Architecture,15
1237,Art et histoire des jardins I,2006-2007,Master semestre 1,Architecture,38
1238,Art et histoire des jardins II,2004-2005,Master semestre 2,Architecture,13
1239,Art et histoire des jardins II,2005-2006,Master semestre 2,Architecture,10
1240,Art et histoire des jardins II,2006-2007,Master semestre 2,Architecture,33
1241,Artificial Organs,2007-2008,Master semestre 1,Bioingénierie,4
1242,Artificial Organs,2008-2009,Master semestre 2,Bioingénierie,1
1243,Artificial Organs,2009-2010,Master semestre 2,Bioingénierie,7
1244,Artificial neural networks,2017-2018,Master semestre 2,Data Science,12
1245,Artificial neural networks,2017-2018,Master semestre 2,Informatique,64
1246,Artificial neural networks,2017-2018,Master semestre 2,Systèmes de communication - master,7
1247,Artificial neural networks,2018-2019,Master semestre 2,Data Science,12
1248,Artificial neural networks,2018-2019,Master semestre 2,Informatique,71
1249,Artificial neural networks,2018-2019,Master semestre 2,Science et ingénierie computationnelles,6
1250,Artificial neural networks,2018-2019,Master semestre 2,Systèmes de communication - master,8
1251,Artificial neural networks,2018-2019,Semestre printemps,Mineur en Biocomputing,1
1252,Artificial neural networks,2019-2020,Master semestre 2,Data Science,20
1253,Artificial neural networks,2019-2020,Master semestre 2,Informatique,60
1254,Artificial neural networks,2019-2020,Master semestre 2,Ingénierie des sciences du vivant,9
1255,Artificial neural networks,2019-2020,Master semestre 2,Science et ingénierie computationnelles,7
1256,Artificial neural networks,2019-2020,Master semestre 2,Systèmes de communication - master,2
1257,Artificial neural networks,2019-2020,Master semestre 4,Informatique - Cybersecurity,1
1258,Artificial neural networks,2019-2020,Semestre printemps,Mineur en Biocomputing,2
1259,Artificial organs and systems,2010-2011,Master semestre 2,Bioingénierie,6
1260,Artificial organs and systems,2011-2012,Master semestre 1,Bioingénierie,2
1261,Artificial organs and systems,2012-2013,Master semestre 1,Bioingénierie,17
1262,Artificial photosynthesis,2009-2010,Master semestre 2,Chimie moléculaire et biologique,10
1263,Artificial photosynthesis,2010-2011,Master semestre 2,Chimie moléculaire et biologique,3
1264,Artificial photosynthesis,2011-2012,Master semestre 2,Chimie moléculaire et biologique,3
1265,Artificial photosynthesis,2012-2013,Master semestre 2,Chimie moléculaire et biologique,3
1266,Artificial photosynthesis,2014-2015,Master semestre 2,Chimie moléculaire et biologique,1
1267,Artificial photosynthesis,2015-2016,Master semestre 2,Chimie moléculaire et biologique,4
1268,Artificial photosynthesis,2016-2017,Master semestre 2,Chimie moléculaire et biologique,3
1269,Artificial photosynthesis,2017-2018,Master semestre 2,Chimie moléculaire et biologique,2
1270,Artificial photosynthesis,2018-2019,Master semestre 1,Chimie moléculaire et biologique,6
1271,Artificial photosynthesis,2019-2020,Master semestre 1,Chimie moléculaire et biologique,5
1272,Arts et histoires de l'environnement,2012-2013,Master semestre 2,Architecture,52
1273,Arts visuels et architecture I,2011-2012,Master semestre 1,Architecture,57
1274,Arts visuels et architecture I,2012-2013,Master semestre 1,Architecture,70
1275,Arts visuels et architecture I,2013-2014,Master semestre 1,Architecture,53
1276,Arts visuels et architecture II,2010-2011,Master semestre 2,Architecture,43
1277,Arts visuels et architecture II,2011-2012,Master semestre 2,Architecture,61
1278,Arts visuels et architecture II,2012-2013,Master semestre 2,Architecture,72
1279,Arts visuels et architecture II,2013-2014,Master semestre 2,Architecture,31
1280,Assemblage et robotique TP,2004-2005,Master semestre 1,Microtechnique,37
1281,Assemblage et robotique TP,2005-2006,Master semestre 1,Microtechnique,19
1282,Assemblage et robotique TP,2006-2007,Master semestre 1,Microtechnique,21
1283,Assemblage et robotique TP,2007-2008,Master semestre 1,Microtechnique,16
1284,Assemblage et robotique TP,2008-2009,Master semestre 1,Microtechnique,17
1285,Assemblage et robotique TP,2009-2010,Master semestre 1,Microtechnique,15
1286,Assemblage et robotique TP,2010-2011,Master semestre 1,Microtechnique,16
1287,Assemblage et robotique TP,2011-2012,Master semestre 1,Microtechnique,22
1288,Assemblage et robotique TP,2012-2013,Master semestre 1,Microtechnique,18
1289,Assemblage et robotique TP,2013-2014,Master semestre 1,Microtechnique,23
1290,Assemblage et robotique TP,2014-2015,Master semestre 1,Microtechnique,12
1291,Assemblage et robotique TP,2015-2016,Master semestre 1,Microtechnique,20
1292,Assembly techniques,2011-2012,Master semestre 2,Science et génie des matériaux,17
1293,Assembly techniques,2012-2013,Master semestre 2,Science et génie des matériaux,13
1294,Assembly techniques,2013-2014,Master semestre 2,Science et génie des matériaux,24
1295,Assembly techniques,2014-2015,Master semestre 2,Science et génie des matériaux,42
1296,Assembly techniques,2015-2016,Master semestre 2,Science et génie des matériaux,19
1297,Assembly techniques,2016-2017,Master semestre 2,Science et génie des matériaux,11
1298,Assembly techniques,2017-2018,Master semestre 2,Science et génie des matériaux,12
1299,Assembly techniques,2018-2019,Master semestre 2,Science et génie des matériaux,17
1300,Assembly techniques,2019-2020,Master semestre 2,Science et génie des matériaux,14
