,course_name,year,semester,section,nr_students
9175,Neurosciences II : cellular mechanisms of brain function,2016-2017,Master semestre 1,Sciences et technologies du vivant - master,10
9176,Neurosciences II : cellular mechanisms of brain function,2016-2017,edoc,Neurosciences,1
9177,Neurosciences II : cellular mechanisms of brain function,2017-2018,Master semestre 1,Sciences et technologies du vivant - master,15
9178,Neurosciences II : cellular mechanisms of brain function,2017-2018,Semestre automne,Mineur en Neurosciences computationnelles,1
9179,Neurosciences II : cellular mechanisms of brain function,2017-2018,edoc,Neurosciences,1
9180,Neurosciences II : cellular neuroscience and networks,2009-2010,Master semestre 2,Sciences et technologies du vivant - master,3
9181,Neurosciences II : cellular neuroscience and networks,2010-2011,Master semestre 1,Sciences et technologies du vivant - master,9
9182,Neurosciences II : cellular neuroscience and networks,2011-2012,Master semestre 1,Sciences et technologies du vivant - master,6
9183,Neurosciences II : cellular neuroscience and networks,2011-2012,edoc,Neurosciences,4
9184,Neurosciences II : cellular neuroscience and networks,2012-2013,Master semestre 1,Sciences et technologies du vivant - master,7
9185,Neurosciences II : cellular neuroscience and networks,2012-2013,Semestre automne,Mineur en Neuroprosthétiques,1
9186,Neurosciences II : cellular neuroscience and networks,2012-2013,edoc,Neurosciences,6
9187,Neurosciences II : cellular neuroscience and networks,2013-2014,Master semestre 1,Sciences et technologies du vivant - master,9
9188,Neurosciences II : cellular neuroscience and networks,2013-2014,edoc,Neurosciences,5
9189,Neurosciences III : behavioral and cognitive neuroscience,2009-2010,Master semestre 1,Sciences et technologies du vivant - master,1
9190,Neurosciences III : behavioral and cognitive neuroscience,2010-2011,Master semestre 2,Sciences et technologies du vivant - master,6
9191,Neurosciences III : behavioral and cognitive neuroscience,2011-2012,Master semestre 2,Sciences et technologies du vivant - master,10
9192,Neurosciences III : behavioral and cognitive neuroscience,2011-2012,edoc,Neurosciences,1
9193,Neurosciences III : behavioral and cognitive neuroscience,2012-2013,Master semestre 2,Sciences et technologies du vivant - master,6
9194,Neurosciences III : behavioral and cognitive neuroscience,2013-2014,Master semestre 4,Sciences et technologies du vivant - master,9
9195,Neurosciences III : behavioral and cognitive neuroscience,2013-2014,edoc,Neurosciences,3
9196,Neurosciences III : behavioral and cognitive neuroscience,2014-2015,Master semestre 2,Sciences et technologies du vivant - master,11
9197,Neurosciences III : behavioral and cognitive neuroscience,2014-2015,edoc,Neurosciences,3
9198,Neurosciences III : behavioral and cognitive neuroscience,2015-2016,Master semestre 2,Sciences et technologies du vivant - master,13
9199,Neurosciences III : behavioral and cognitive neuroscience,2015-2016,edoc,Neurosciences,1
9200,Neurosciences III : behavioral and cognitive neuroscience,2016-2017,Master semestre 2,Sciences et technologies du vivant - master,10
9201,Neurosciences III : behavioral and cognitive neuroscience,2016-2017,edoc,Neurosciences,1
9202,Neurosciences III : behavioral and cognitive neuroscience,2017-2018,Master semestre 2,Sciences et technologies du vivant - master,10
9203,Neurosciences III : behavioral and cognitive neuroscience,2017-2018,Semestre printemps,Mineur en Neurosciences computationnelles,1
9204,Neutronics,2008-2009,Master semestre 1,Génie nucléaire,10
9205,Neutronics,2008-2009,Master semestre 1,Physique,18
9206,Neutronics,2009-2010,Master semestre 1,Génie nucléaire,12
9207,Neutronics,2009-2010,Master semestre 1,Ingénierie physique,3
9208,Neutronics,2010-2011,Master semestre 1,Génie nucléaire,16
9209,Neutronics,2010-2011,Master semestre 1,Physique - master,1
9210,Neutronics,2011-2012,Master semestre 1,Génie nucléaire,16
9211,Neutronics,2011-2012,Master semestre 1,Ingénierie physique,1
9212,Neutronics,2011-2012,Master semestre 1,Physique - master,2
9213,Neutronics,2012-2013,Master semestre 1,Génie nucléaire,11
9214,Neutronics,2012-2013,Master semestre 1,Ingénierie physique,1
9215,Neutronics,2013-2014,Master semestre 1,Génie nucléaire,16
9216,Neutronics,2014-2015,Master semestre 1,Génie nucléaire,17
9217,Neutronics,2014-2015,Master semestre 1,Ingénierie physique,1
9218,Neutronics,2014-2015,Master semestre 1,Physique - master,2
9219,Neutronics,2015-2016,Master semestre 1,Génie nucléaire,11
9220,Neutronics,2015-2016,Master semestre 1,Physique - master,1
9221,Neutronics,2016-2017,Master semestre 1,Génie nucléaire,10
9222,Neutronics,2016-2017,Master semestre 1,Ingénierie physique,1
9223,Neutronics,2017-2018,Master semestre 1,Génie nucléaire,9
9224,Neutronics,2017-2018,Master semestre 1,Ingénierie physique,1
9225,Neutronics,2017-2018,Master semestre 1,Physique - master,5
9226,Neutronics,2018-2019,Master semestre 1,Génie nucléaire,7
9227,Neutronics,2018-2019,Master semestre 1,Ingénierie physique,1
9228,Neutronics,2018-2019,Master semestre 1,Physique - master,3
9229,New tools & research strategies in personalized health,2017-2018,Master semestre 2,Bioingénierie,2
9230,New tools & research strategies in personalized health,2017-2018,Master semestre 2,Sciences et technologies du vivant - master,7
9231,New tools & research strategies in personalized health,2018-2019,Master semestre 2,Ingénierie des sciences du vivant,19
9232,New tools & research strategies in personalized health,2018-2019,Master semestre 2,Sciences et technologies du vivant - master,1
9233,New tools & research strategies in personalized health,2019-2020,Master semestre 2,Ingénierie des sciences du vivant,21
9234,New tools and research strategies in personalized medicine,2012-2013,Master semestre 2,Sciences et technologies du vivant - master,4
9235,New tools and research strategies in personalized medicine,2013-2014,Master semestre 4,Sciences et technologies du vivant - master,7
9236,New tools and research strategies in personalized medicine,2015-2016,Master semestre 2,Sciences et technologies du vivant - master,1
9237,New tools and research strategies in personalized medicine,2016-2017,Master semestre 2,Bioingénierie,1
9238,New tools and research strategies in personalized medicine,2016-2017,Master semestre 2,Sciences et technologies du vivant - master,4
9239,Non-Market competition and risk governance,2018-2019,Master semestre 2,"Management, technologie et entrepreneuriat",1
9240,Nonlinear analysis of structures,2016-2017,Master semestre 1,Génie civil,29
9241,Nonlinear analysis of structures,2017-2018,Master semestre 1,Génie civil,21
9242,Nonlinear analysis of structures,2019-2020,Master semestre 1,Génie civil,18
9243,"Nonlinear dynamics, chaos and complex systems",2018-2019,Master semestre 1,Ingénierie physique,2
9244,"Nonlinear dynamics, chaos and complex systems",2018-2019,Master semestre 1,Physique - master,5
9245,"Nonlinear dynamics, chaos and complex systems",2019-2020,Master semestre 1,Ingénierie physique,4
9246,"Nonlinear dynamics, chaos and complex systems",2019-2020,Master semestre 1,Physique - master,11
9247,Nonlinear optics,2018-2019,Master semestre 1,Microtechnique,4
9248,Nonlinear optics,2018-2019,edoc,Photonique,4
9249,Nonlinear optics,2019-2020,Master semestre 1,Microtechnique,3
9250,Nonlinear optics,2019-2020,edoc,Photonique,1
9251,Novel spectroscopic methods in chemistry,2007-2008,Master semestre 2,Chimie moléculaire et biologique,1
9252,Novel spectroscopic methods in chemistry,2008-2009,Master semestre 2,Chimie moléculaire et biologique,1
9253,Novel spectroscopic methods in chemistry,2009-2010,Master semestre 2,Chimie moléculaire et biologique,2
9254,Nuclear computations lab,2011-2012,Master semestre 3,Génie nucléaire,13
9255,Nuclear computations lab,2012-2013,Master semestre 3,Génie nucléaire,5
9256,Nuclear computations lab,2013-2014,Master semestre 3,Génie nucléaire,5
9257,Nuclear computations lab,2014-2015,Master semestre 3,Génie nucléaire,7
9258,Nuclear computations lab,2015-2016,Master semestre 3,Génie nucléaire,9
9259,Nuclear computations lab,2016-2017,Master semestre 3,Génie nucléaire,5
9260,Nuclear computations lab,2017-2018,Master semestre 3,Génie nucléaire,3
9261,Nuclear computations lab,2018-2019,Master semestre 3,Génie nucléaire,2
9262,Nuclear computations lab,2019-2020,Master semestre 3,Génie nucléaire,1
9263,Nuclear energy systems,2014-2015,Master semestre 2,Génie nucléaire,8
9264,Nuclear energy systems,2015-2016,Master semestre 2,Génie nucléaire,6
9265,Nuclear energy systems,2017-2018,Master semestre 2,Génie nucléaire,2
9266,Nuclear energy systems,2018-2019,Master semestre 2,Génie nucléaire,3
9267,Nuclear energy systems,2019-2020,Master semestre 2,Génie nucléaire,8
9268,Nuclear fuels and materials,2008-2009,Master semestre 1,Génie nucléaire,10
9269,Nuclear fuels and materials,2009-2010,Master semestre 1,Génie nucléaire,14
9270,Nuclear fuels and materials,2013-2014,Master semestre 2,Génie nucléaire,8
9271,Nuclear fuels and materials,2014-2015,Master semestre 2,Génie nucléaire,8
9272,Nuclear fuels and materials,2015-2016,Master semestre 2,Génie nucléaire,6
9273,Nuclear fuels and materials,2019-2020,Master semestre 2,Génie nucléaire,8
9274,Nuclear fusion and plasma physics,2008-2009,Master semestre 1,Génie nucléaire,7
9275,Nuclear fusion and plasma physics,2009-2010,Master semestre 1,Génie nucléaire,8
9276,Nuclear fusion and plasma physics,2010-2011,Master semestre 1,Génie nucléaire,9
9277,Nuclear fusion and plasma physics,2011-2012,Master semestre 1,Génie nucléaire,15
9278,Nuclear fusion and plasma physics,2012-2013,Master semestre 1,Génie nucléaire,10
9279,Nuclear fusion and plasma physics,2013-2014,Master semestre 1,Génie nucléaire,16
9280,Nuclear fusion and plasma physics,2014-2015,Master semestre 1,Génie nucléaire,17
9281,Nuclear fusion and plasma physics,2015-2016,Master semestre 1,Génie nucléaire,10
9282,Nuclear fusion and plasma physics,2016-2017,Master semestre 1,Génie nucléaire,11
9283,Nuclear fusion and plasma physics,2016-2017,Master semestre 1,Ingénierie physique,5
9284,Nuclear fusion and plasma physics,2017-2018,Master semestre 1,Génie nucléaire,8
9285,Nuclear fusion and plasma physics,2017-2018,Master semestre 1,Ingénierie physique,6
9286,Nuclear fusion and plasma physics,2017-2018,Master semestre 1,Physique - master,3
9287,Nuclear fusion and plasma physics,2017-2018,Semestre automne,Auditeurs en ligne,5
9288,Nuclear fusion and plasma physics,2018-2019,Master semestre 1,Génie nucléaire,7
9289,Nuclear fusion and plasma physics,2018-2019,Master semestre 1,Ingénierie physique,1
9290,Nuclear fusion and plasma physics,2018-2019,Master semestre 1,Physique - master,5
9291,Nuclear fusion and plasma physics,2018-2019,Semestre automne,Auditeurs en ligne,9
9292,Nuclear fusion and plasma physics,2019-2020,Master semestre 1,Energy Science and Technology,1
9293,Nuclear fusion and plasma physics,2019-2020,Master semestre 1,Génie nucléaire,10
9294,Nuclear fusion and plasma physics,2019-2020,Master semestre 1,Physique - master,11
9295,Nuclear fusion and plasma physics,2019-2020,Semestre automne,Auditeurs en ligne,5
9296,Nuclear magnetic resonance,2013-2014,Master semestre 1,Chimie moléculaire et biologique,4
9297,Nuclear materials,2017-2018,Master semestre 2,Génie nucléaire,2
9298,Nuclear materials,2018-2019,Master semestre 2,Génie nucléaire,3
9299,Number theory in cryptography,2015-2016,Master semestre 2,Ingénierie mathématique,2
9300,Number theory in cryptography,2015-2016,Master semestre 2,Mathématiques - master,2
9301,Number theory in cryptography,2017-2018,Master semestre 2,Informatique,6
9302,Number theory in cryptography,2017-2018,Master semestre 2,Ingénierie mathématique,4
9303,Number theory in cryptography,2017-2018,Master semestre 2,Systèmes de communication - master,1
9304,Number theory in cryptography,2017-2018,Master semestre 4,Mathématiques - master,1
9305,Number theory in cryptography,2019-2020,Master semestre 2,Informatique,2
9306,Number theory in cryptography,2019-2020,Master semestre 2,Ingénierie mathématique,1
9307,Number theory in cryptography,2019-2020,Master semestre 2,Mathématiques - master,3
9308,Number theory in cryptography,2019-2020,Master semestre 4,Informatique - Cybersecurity,2
9309,Numerical analysis and computational mathematics,2010-2011,Master semestre 1,Science et ingénierie computationnelles,4
9310,Numerical analysis and computational mathematics,2011-2012,Master semestre 1,Science et ingénierie computationnelles,10
9311,Numerical analysis and computational mathematics,2012-2013,Master semestre 1,Science et ingénierie computationnelles,8
9312,Numerical analysis and computational mathematics,2013-2014,Master semestre 1,Science et ingénierie computationnelles,7
9313,Numerical analysis and computational mathematics,2014-2015,Master semestre 1,Science et ingénierie computationnelles,3
9314,Numerical analysis and computational mathematics,2015-2016,Master semestre 1,Science et ingénierie computationnelles,9
9315,Numerical analysis and computational mathematics,2016-2017,Master semestre 1,Science et ingénierie computationnelles,10
9316,Numerical analysis and computational mathematics,2017-2018,Master semestre 1,Science et ingénierie computationnelles,7
9317,Numerical analysis and computational mathematics,2018-2019,Master semestre 1,Science et ingénierie computationnelles,9
9318,Numerical analysis and computational mathematics,2019-2020,Master semestre 1,Science et ingénierie computationnelles,7
9319,Numerical approximation of PDE's I,2012-2013,Master semestre 1,Ingénierie mathématique,3
9320,Numerical approximation of PDE's I,2012-2013,Master semestre 1,Mathématiques - master,1
9321,Numerical approximation of PDE's I,2012-2013,Master semestre 1,Science et ingénierie computationnelles,1
9322,Numerical approximation of PDE's I,2013-2014,Master semestre 1,Ingénierie mathématique,2
9323,Numerical approximation of PDE's I,2013-2014,Master semestre 1,Mathématiques - master,3
9324,Numerical approximation of PDE's I,2013-2014,Master semestre 1,Science et ingénierie computationnelles,2
9325,Numerical approximation of PDE's I,2014-2015,Master semestre 1,Ingénierie mathématique,4
9326,Numerical approximation of PDE's I,2014-2015,Master semestre 1,Mathématiques - master,6
9327,Numerical approximation of PDE's I,2014-2015,Master semestre 1,Science et ingénierie computationnelles,7
9328,Numerical approximation of PDE's I,2015-2016,Master semestre 1,Ingénierie mathématique,4
9329,Numerical approximation of PDE's I,2015-2016,Master semestre 1,Science et ingénierie computationnelles,4
9330,Numerical approximation of PDE's I,2016-2017,Master semestre 1,Ingénierie mathématique,3
9331,Numerical approximation of PDE's I,2016-2017,Master semestre 1,Mathématiques - master,2
9332,Numerical approximation of PDE's I,2016-2017,Master semestre 1,Science et ingénierie computationnelles,4
9333,Numerical approximation of PDE's I,2018-2019,Bachelor semestre 6,Mathématiques,4
9334,Numerical approximation of PDE's I,2018-2019,Master semestre 2,Science et ingénierie computationnelles,6
9335,Numerical approximation of PDEs,2008-2009,Master semestre 2,Ingénierie financière,1
9336,Numerical approximation of PDEs,2008-2009,Master semestre 2,Mathématiques,13
9337,Numerical approximation of PDEs,2009-2010,Master semestre 2,Mathématiques,12
9338,Numerical approximation of PDEs,2009-2010,Master semestre 2,Science et ingénierie computationnelles,1
9339,Numerical approximation of PDEs,2010-2011,Master semestre 2,Ingénierie mathématique,2
9340,Numerical approximation of PDEs,2011-2012,Master semestre 2,Ingénierie mathématique,1
9341,Numerical approximation of PDEs,2011-2012,Master semestre 2,Mathématiques - master,1
9342,Numerical approximation of PDEs,2011-2012,Master semestre 2,Science et ingénierie computationnelles,5
9343,Numerical flow modelling,2004-2005,Master semestre 1,Génie mécanique,20
9344,Numerical flow modelling,2005-2006,Master semestre 1,Génie mécanique,21
9345,Numerical flow modelling,2006-2007,Master semestre 1,Génie mécanique,17
9346,Numerical flow modelling,2007-2008,Master semestre 1,Génie mécanique,21
9347,Numerical flow modelling,2008-2009,Master semestre 1,Génie mécanique,27
9348,Numerical flow simulation,2009-2010,Master semestre 1,Génie mécanique,24
9349,Numerical flow simulation,2009-2010,Master semestre 1,Science et ingénierie computationnelles,1
9350,Numerical flow simulation,2010-2011,Master semestre 1,Génie mécanique,25
9351,Numerical flow simulation,2010-2011,Master semestre 1,Science et ingénierie computationnelles,1
9352,Numerical flow simulation,2011-2012,Master semestre 1,Gestion de l'énergie et durabilité,3
9353,Numerical flow simulation,2011-2012,Master semestre 1,Génie mécanique,25
9354,Numerical flow simulation,2011-2012,Master semestre 1,Science et ingénierie computationnelles,1
9355,Numerical flow simulation,2012-2013,Master semestre 1,Génie mécanique,48
9356,Numerical flow simulation,2012-2013,Master semestre 1,Science et ingénierie computationnelles,3
9357,Numerical flow simulation,2013-2014,Master semestre 1,Génie mécanique,50
9358,Numerical flow simulation,2013-2014,Master semestre 1,Science et ingénierie computationnelles,2
9359,Numerical flow simulation,2013-2014,Master semestre 3,Gestion de l'énergie et durabilité,3
9360,Numerical flow simulation,2014-2015,Master semestre 1,Gestion de l'énergie et durabilité,1
9361,Numerical flow simulation,2014-2015,Master semestre 1,Génie mécanique,46
9362,Numerical flow simulation,2014-2015,Master semestre 1,Science et ingénierie computationnelles,3
9363,Numerical flow simulation,2015-2016,Master semestre 1,Gestion de l'énergie et durabilité,3
9364,Numerical flow simulation,2015-2016,Master semestre 1,Génie mécanique,57
9365,Numerical flow simulation,2015-2016,Master semestre 1,Science et ingénierie computationnelles,3
9366,Numerical flow simulation,2016-2017,Master semestre 1,Génie mécanique,53
9367,Numerical flow simulation,2016-2017,Master semestre 1,Science et ingénierie computationnelles,3
9368,Numerical flow simulation,2017-2018,Master semestre 1,Gestion de l'énergie et durabilité,1
9369,Numerical flow simulation,2017-2018,Master semestre 1,Génie mécanique,46
9370,Numerical flow simulation,2017-2018,Master semestre 1,Science et ingénierie computationnelles,4
9371,Numerical flow simulation,2018-2019,Master semestre 1,Génie mécanique,53
9372,Numerical flow simulation,2018-2019,Master semestre 1,Science et ingénierie computationnelles,3
9373,Numerical flow simulation,2019-2020,Master semestre 1,Gestion de l'énergie et durabilité,2
9374,Numerical flow simulation,2019-2020,Master semestre 1,Génie mécanique,65
9375,Numerical integration  of stochastic differential equations,2014-2015,Master semestre 2,Ingénierie mathématique,2
9376,Numerical integration  of stochastic differential equations,2014-2015,Master semestre 2,Mathématiques - master,3
9377,Numerical integration  of stochastic differential equations,2014-2015,Master semestre 2,Science et ingénierie computationnelles,3
9378,Numerical integration  of stochastic differential equations,2015-2016,Master semestre 2,Ingénierie mathématique,5
9379,Numerical integration  of stochastic differential equations,2015-2016,Master semestre 2,Mathématiques - master,1
9380,Numerical integration  of stochastic differential equations,2015-2016,Master semestre 2,Science et ingénierie computationnelles,9
9381,Numerical integration  of stochastic differential equations,2017-2018,Master semestre 2,Ingénierie mathématique,3
9382,Numerical integration  of stochastic differential equations,2017-2018,Master semestre 4,Mathématiques - master,4
9383,Numerical integration  of stochastic differential equations,2017-2018,Master semestre 4,Science et ingénierie computationnelles,4
9384,Numerical integration  of stochastic differential equations,2018-2019,Master semestre 2,Ingénierie financière,2
9385,Numerical integration  of stochastic differential equations,2018-2019,Master semestre 2,Ingénierie mathématique,1
9386,Numerical integration  of stochastic differential equations,2018-2019,Master semestre 2,Mathématiques - master,1
9387,Numerical integration  of stochastic differential equations,2018-2019,Master semestre 2,Science et ingénierie computationnelles,5
9388,Numerical integration  of stochastic differential equations,2019-2020,Master semestre 2,Ingénierie financière,1
9389,Numerical integration  of stochastic differential equations,2019-2020,Master semestre 2,Ingénierie mathématique,3
9390,Numerical integration  of stochastic differential equations,2019-2020,Master semestre 2,Science et ingénierie computationnelles,6
9391,Numerical integration of dynamical systems,2009-2010,Master semestre 1,Mathématiques,8
9392,Numerical integration of dynamical systems,2009-2010,Master semestre 1,Science et ingénierie computationnelles,1
9393,Numerical integration of dynamical systems,2010-2011,Master semestre 1,Science et ingénierie computationnelles,1
9394,Numerical integration of dynamical systems,2010-2011,Master semestre 3,Mathématiques - master,1
9395,Numerical integration of dynamical systems,2011-2012,Master semestre 1,Mathématiques - master,2
9396,Numerical integration of dynamical systems,2011-2012,Master semestre 1,Science et ingénierie computationnelles,5
9397,Numerical integration of dynamical systems,2012-2013,Master semestre 1,Ingénierie mathématique,2
9398,Numerical integration of dynamical systems,2012-2013,Master semestre 1,Mathématiques - master,2
9399,Numerical integration of dynamical systems,2012-2013,Master semestre 1,Science et ingénierie computationnelles,4
9400,Numerical integration of dynamical systems,2013-2014,Master semestre 1,Ingénierie mathématique,2
9401,Numerical integration of dynamical systems,2013-2014,Master semestre 1,Science et ingénierie computationnelles,4
9402,Numerical integration of dynamical systems,2014-2015,Master semestre 1,Ingénierie mathématique,1
9403,Numerical integration of dynamical systems,2014-2015,Master semestre 1,Mathématiques - master,1
9404,Numerical integration of dynamical systems,2014-2015,Master semestre 1,Science et ingénierie computationnelles,7
9405,Numerical integration of dynamical systems,2015-2016,Master semestre 1,Ingénierie mathématique,5
9406,Numerical integration of dynamical systems,2015-2016,Master semestre 1,Mathématiques - master,2
9407,Numerical integration of dynamical systems,2015-2016,Master semestre 1,Science et ingénierie computationnelles,15
9408,Numerical methods for conservation laws,2013-2014,Master semestre 1,Ingénierie mathématique,1
9409,Numerical methods for conservation laws,2013-2014,Master semestre 1,Science et ingénierie computationnelles,1
9410,Numerical methods for conservation laws,2014-2015,Master semestre 1,Ingénierie mathématique,1
9411,Numerical methods for conservation laws,2014-2015,Master semestre 1,Mathématiques - master,2
9412,Numerical methods for conservation laws,2014-2015,Master semestre 1,Science et ingénierie computationnelles,6
9413,Numerical methods for conservation laws,2015-2016,Master semestre 1,Science et ingénierie computationnelles,8
9414,Numerical methods for conservation laws,2017-2018,Master semestre 1,Ingénierie mathématique,1
9415,Numerical methods for conservation laws,2017-2018,Master semestre 1,Science et ingénierie computationnelles,11
9416,Numerical methods for conservation laws,2018-2019,Master semestre 1,Ingénierie mathématique,1
9417,Numerical methods for conservation laws,2018-2019,Master semestre 1,Mathématiques - master,2
9418,Numerical methods for conservation laws,2018-2019,Master semestre 1,Science et ingénierie computationnelles,4
9419,Numerical methods for conservation laws,2019-2020,Master semestre 1,Ingénierie mathématique,2
9420,Numerical methods for conservation laws,2019-2020,Master semestre 1,Science et ingénierie computationnelles,4
9421,Numerical methods for saddle point problems,2017-2018,Master semestre 2,Ingénierie mathématique,2
9422,Numerical methods for saddle point problems,2017-2018,Master semestre 4,Science et ingénierie computationnelles,3
9423,Numerical methods for saddle point problems,2018-2019,Master semestre 2,Mathématiques - master,1
9424,Numerical methods for saddle point problems,2018-2019,Master semestre 2,Science et ingénierie computationnelles,3
9425,Numerical methods in biomechanics,2011-2012,Master semestre 2,Bioingénierie,1
9426,Numerical methods in biomechanics,2011-2012,Master semestre 2,Génie mécanique,8
9427,Numerical methods in biomechanics,2012-2013,Master semestre 2,Bioingénierie,1
9428,Numerical methods in biomechanics,2012-2013,Master semestre 2,Génie mécanique,3
9429,Numerical methods in biomechanics,2013-2014,Master semestre 4,Bioingénierie,2
9430,Numerical methods in biomechanics,2013-2014,Master semestre 4,Génie mécanique,8
9431,Numerical methods in biomechanics,2014-2015,Master semestre 2,Génie mécanique,15
9432,Numerical methods in biomechanics,2015-2016,Master semestre 2,Bioingénierie,8
9433,Numerical methods in biomechanics,2015-2016,Master semestre 2,Génie mécanique,20
9434,Numerical methods in biomechanics,2016-2017,Master semestre 2,Bioingénierie,5
9435,Numerical methods in biomechanics,2016-2017,Master semestre 2,Génie mécanique,7
9436,Numerical methods in biomechanics,2017-2018,Master semestre 2,Bioingénierie,5
9437,Numerical methods in biomechanics,2017-2018,Master semestre 2,Génie mécanique,12
9438,Numerical methods in biomechanics,2018-2019,Master semestre 2,Génie mécanique,18
9439,Numerical methods in biomechanics,2018-2019,Master semestre 2,Ingénierie des sciences du vivant,10
9440,Numerical methods in biomechanics,2019-2020,Master semestre 2,Génie mécanique,11
9441,Numerical methods in biomechanics,2019-2020,Master semestre 2,Ingénierie des sciences du vivant,11
9442,Numerical methods in heat transfer,2009-2010,Master semestre 2,Génie mécanique,9
9443,Numerical methods in heat transfer,2009-2010,Master semestre 2,Science et ingénierie computationnelles,1
9444,Numerical methods in heat transfer,2010-2011,Master semestre 2,Génie mécanique,17
9445,Numerical methods in heat transfer,2010-2011,Master semestre 2,Science et ingénierie computationnelles,4
9446,Numerical methods in heat transfer,2011-2012,Master semestre 2,Génie mécanique,26
9447,Numerical methods in heat transfer,2011-2012,Master semestre 2,Science et ingénierie computationnelles,5
9448,Numerical methods in heat transfer,2012-2013,Master semestre 2,Gestion de l'énergie et durabilité,2
9449,Numerical methods in heat transfer,2012-2013,Master semestre 2,Génie mécanique,28
9450,Numerical methods in heat transfer,2012-2013,Master semestre 2,Science et ingénierie computationnelles,4
9451,Numerical methods in heat transfer,2013-2014,Master semestre 2,Gestion de l'énergie et durabilité,2
9452,Numerical methods in heat transfer,2013-2014,Master semestre 2,Science et ingénierie computationnelles,3
9453,Numerical methods in heat transfer,2013-2014,Master semestre 4,Génie mécanique,38
9454,Numerical methods in heat transfer,2014-2015,Master semestre 2,Gestion de l'énergie et durabilité,2
9455,Numerical methods in heat transfer,2014-2015,Master semestre 2,Génie mécanique,40
9456,Numerical methods in heat transfer,2014-2015,Master semestre 2,Science et ingénierie computationnelles,2
9457,Numerical methods in heat transfer,2015-2016,Master semestre 2,Gestion de l'énergie et durabilité,6
9458,Numerical methods in heat transfer,2015-2016,Master semestre 2,Génie mécanique,32
9459,Numerical methods in heat transfer,2015-2016,Master semestre 2,Science et ingénierie computationnelles,3
9460,Numerical methods in heat transfer,2016-2017,Master semestre 2,Gestion de l'énergie et durabilité,3
9461,Numerical methods in heat transfer,2016-2017,Master semestre 2,Génie mécanique,55
9462,Numerical methods in heat transfer,2016-2017,Master semestre 2,Science et ingénierie computationnelles,10
9463,Numerical methods in thermal sciences,2008-2009,Master semestre 2,Génie mécanique,6
9464,Nutrition: from molecules to health,2014-2015,Master semestre 2,Sciences et technologies du vivant - master,5
9465,Nutrition: from molecules to health,2015-2016,Master semestre 2,Sciences et technologies du vivant - master,1
9466,Nutrition: from molecules to health,2016-2017,Master semestre 2,Sciences et technologies du vivant - master,2
9467,Nutrition: from molecules to health,2017-2018,Master semestre 2,Sciences et technologies du vivant - master,2
9468,Nutrition: from molecules to health,2018-2019,Master semestre 2,Ingénierie des sciences du vivant,14
9469,Nutrition: from molecules to health,2018-2019,Master semestre 2,Sciences et technologies du vivant - master,1
9470,Nutrition: from molecules to health,2019-2020,Master semestre 2,Ingénierie des sciences du vivant,13
9471,Ondes de crue et de rupture de barrage,2008-2009,Master semestre 2,Génie civil,7
9472,Ondes de crue et de rupture de barrage,2009-2010,Master semestre 2,Génie civil,6
9473,Ondes de crue et de rupture de barrage,2011-2012,Master semestre 2,Génie civil,6
9474,Ondes de crue et de rupture de barrage,2012-2013,Master semestre 2,Génie civil,7
9475,Ondes de crue et de rupture de barrage,2013-2014,Master semestre 4,Génie civil,11
9476,Ondes de crue et de rupture de barrage,2014-2015,Master semestre 2,Génie civil,9
9477,Ondes de crue et de rupture de barrage,2015-2016,Master semestre 2,Génie civil,8
9478,Ondes de crue et de rupture de barrage,2016-2017,Master semestre 2,Génie civil,7
9479,Ondes de crue et de rupture de barrage,2017-2018,Master semestre 2,Génie civil,9
9480,Ondes de crue et de rupture de barrage,2019-2020,Master semestre 2,Génie civil,5
9481,Operations: economics & strategy,2012-2013,Master semestre 1,"Management, technologie et entrepreneuriat",10
9482,Operations: economics & strategy,2013-2014,Master semestre 1,"Management, technologie et entrepreneuriat",9
9483,Operations: economics & strategy,2013-2014,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",2
9484,Operations: economics & strategy,2014-2015,Master semestre 1,"Management, technologie et entrepreneuriat",8
9485,Operations: economics & strategy,2014-2015,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",2
9486,Operations: economics & strategy,2015-2016,Master semestre 1,"Management, technologie et entrepreneuriat",3
9487,Operations: economics & strategy,2016-2017,Master semestre 1,"Management, technologie et entrepreneuriat",9
9488,Operations: economics & strategy,2016-2017,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",1
9489,Operations: economics & strategy,2017-2018,Master semestre 1,"Management, technologie et entrepreneuriat",5
9490,Operations: economics & strategy,2018-2019,Master semestre 1,"Management, technologie et entrepreneuriat",13
9491,Operations: economics & strategy,2019-2020,Master semestre 1,"Management, technologie et entrepreneuriat",7
9492,Operations: economics & strategy,2019-2020,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",1
9493,Optical and microwave transmission,2004-2005,Master semestre 1,Systèmes de communication - master,7
9494,Optical and microwave transmission,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,8
9495,Optical and microwave transmission,2005-2006,Master semestre 1,Systèmes de communication - master Eurecom,8
9496,Optical and microwave transmission,2006-2007,Master semestre 1,Systèmes de communication - master,9
9497,Optical communications,2013-2014,Master semestre 1,Génie électrique et électronique,3
9498,Optical communications,2014-2015,Master semestre 1,Génie électrique et électronique,2
